actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
808,121200,-0.22671974,-0.2410119,-0.2770478,-0.1948446,150,0.0,0.90620536,0.9388342,0.97724175,0.89973915,0.6794856,0.6978223,0.70019376,0.7048945,0.6794856,0.6972388,0.69986284,0.6613988,23.450857185796945,0.0,0.0
816,122400,-0.25395,-0.26946658,-0.27766356,-0.19570352,150,0.0,0.9630845,0.9836028,0.9772753,0.90066683,0.7091345,0.71413624,0.69961166,0.7049634,0.7091345,0.7137965,0.6992678,0.66188896,25.11343335986199,0.0,0.0
824,123600,-0.21188182,-0.253038,-0.27631313,-0.19634306,150,0.0,0.9303945,0.95765126,0.9757902,0.9012296,0.71851265,0.70461327,0.699477,0.7048866,0.71851265,0.7041013,0.69916093,0.66222584,25.329414530332443,0.0,0.0
832,124800,-0.25880963,-0.27635717,-0.27625933,-0.19714198,150,0.0,0.9692109,0.96506846,0.9759613,0.9018957,0.7104013,0.6887113,0.699702,0.70475376,0.7104013,0.68870664,0.6993988,0.6625022,23.276991139179437,0.0,0.0
840,126000,-0.21754819,-0.3003116,-0.27667558,-0.1981797,150,0.0,0.93240297,0.993052,0.9759053,0.9028056,0.7148548,0.69274044,0.6992297,0.70462596,0.71457744,0.69257444,0.6989326,0.66277397,23.46476203249263,0.0,0.0
848,127200,-0.23129135,-0.31280372,-0.2805564,-0.19935559,150,0.0,0.953511,1.0160105,0.97907716,0.9039414,0.72221965,0.7032067,0.6985207,0.70458573,0.72131026,0.7031268,0.6982657,0.6631267,25.440370371358814,0.0,0.0
856,128400,-0.2774573,-0.29529053,-0.2756206,-0.19993003,150,0.0,0.99054056,0.98233664,0.9739123,0.9043572,0.71308327,0.68704605,0.69829184,0.7044272,0.71308327,0.68677145,0.6980093,0.6633514,23.3499497758237,0.0,0.0
864,129600,-0.25702542,-0.25076723,-0.27241656,-0.20042087,150,0.0,1.0219004,0.95408696,0.96958894,0.90488553,0.764875,0.7033196,0.6971724,0.7044647,0.76361364,0.702916,0.69693464,0.66376585,22.999056233350792,0.0,0.0
872,130800,-0.44890493,-0.2665081,-0.27128363,-0.20107555,150,0.0,1.1517999,0.9870595,0.9720391,0.90577555,0.702895,0.7205514,0.7007556,0.70470005,0.702895,0.7203964,0.7005031,0.664372,25.067647061636045,0.0,0.0
880,132000,-0.20264465,-0.28506303,-0.2725751,-0.20183337,150,0.0,0.94011796,0.9847255,0.9735479,0.90648544,0.7374733,0.69966245,0.7009728,0.7046521,0.7374417,0.6992578,0.7006953,0.6646853,24.88508441329646,0.0,0.0
