actor_episodes,actor_steps,delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
89495,1014510,0.019811034,10,0.0,143189,1873730,0.64475685,0.6645679,15444,16867.187584638596,0.64475685,77.76186644616577,0.0,0.0
89499,1014550,-0.002029121,10,0.0,143201,1873850,0.7020888,0.70005965,15445,16868.22791481018,0.6982469,164.61355510465194,0.0,0.0
89507,1014630,-0.0020213127,10,0.0,143207,1873910,0.70496017,0.70293885,15445,16868.22791481018,0.70113367,34.21022839422595,0.0,0.0
89512,1014680,-0.00066661835,10,0.0,143216,1874000,0.70965976,0.70899314,15447,16870.292053461075,0.7059087,107.72192601267709,0.0,0.0
89519,1014750,0.010872006,10,0.0,143225,1874090,0.65693504,0.66780704,15448,16871.438549041748,0.65693504,112.60360176544496,0.0,0.0
89527,1014830,0.013354123,10,0.0,143234,1874180,0.6549006,0.66825473,15449,16872.46599340439,0.6549006,34.48230957180581,0.0,0.0
89529,1014850,-0.0020308495,10,0.0,143244,1874280,0.701485,0.6994541,15450,16873.499882221222,0.69763994,160.45600786537057,0.0,0.0
89538,1014940,0.0010114312,10,0.0,143253,1874370,0.71011597,0.7111274,15451,16874.53013253212,0.7064682,31.93151893636313,0.0,0.0
89544,1015000,0.022417247,10,0.0,143260,1874440,0.6385089,0.66092616,15452,16875.57247185707,0.6385089,33.097266083048076,0.0,0.0
89553,1015090,0.01190114,10,0.0,143270,1874540,0.65819263,0.6700938,15453,16876.59857749939,0.65819263,159.8512127078982,0.0,0.0
89560,1015160,0.00082194805,10,0.0,143279,1874630,0.68773174,0.6885537,15454,16877.624534130096,0.6866956,122.31072955365943,0.0,0.0
89562,1015180,0.0041939616,10,0.0,143291,1874750,0.67618084,0.6803748,15455,16878.660616874695,0.67618084,165.40879907876263,0.0,0.0
89570,1015260,-0.0020202994,10,0.0,143298,1874820,0.70543104,0.70341074,15455,16878.660616874695,0.70160687,114.16209624958152,0.0,0.0
89579,1015350,0.002447009,10,0.0,143305,1874890,0.71071815,0.71316516,15457,16880.670137882233,0.7071038,130.56036656352916,0.0,0.0
89581,1015370,0.014781654,10,0.0,143317,1875010,0.65252167,0.6673033,15458,16881.69778418541,0.65252167,163.22027302585496,0.0,0.0
89590,1015460,0.009680927,10,0.0,143324,1875080,0.6689389,0.6786198,15458,16881.69778418541,0.6689389,163.52763666278085,0.0,0.0
89596,1015520,0.019563556,10,0.0,143335,1875190,0.63487256,0.6544361,15460,16883.738045454025,0.63487256,165.92573838327095,0.0,0.0
89604,1015600,-0.0020200014,10,0.0,143343,1875270,0.7004742,0.6984542,15460,16883.738045454025,0.6966376,183.9042399263384,0.0,0.0
89610,1015660,-0.0015509725,10,0.0,143351,1875350,0.69872224,0.6971713,15462,16885.744602918625,0.6953511,158.66299985247,0.0,0.0
89615,1015710,0.013162434,10,0.0,143359,1875430,0.66032887,0.6734913,15463,16886.79914855957,0.66032887,160.11299478162613,0.0,0.0
89621,1015770,0.0025172234,10,0.0,143367,1875510,0.6897765,0.6922937,15464,16887.912257432938,0.6897765,88.31415155917715,0.0,0.0
89629,1015850,0.02290088,10,0.0,143378,1875620,0.63832587,0.66122675,15465,16889.027257680893,0.63832587,168.08749213524572,0.0,0.0
89637,1015930,0.018291116,10,0.0,143385,1875690,0.6347494,0.6530405,15465,16889.027257680893,0.6347494,34.71186440677966,0.0,0.0
89643,1015990,0.013180733,10,0.0,143393,1875770,0.66263056,0.6758113,15467,16891.06200003624,0.66263056,33.932988418800136,0.0,0.0
89646,1016020,0.008064806,10,0.0,143404,1875880,0.67140394,0.67946875,15468,16892.09957265854,0.67140394,166.40035546950938,0.0,0.0
89654,1016100,0.02058655,10,0.0,143412,1875960,0.64336497,0.6639515,15469,16893.114634275436,0.64336497,39.70754492809328,0.0,0.0
89658,1016140,0.019100547,10,0.0,143423,1876070,0.64430654,0.6634071,15470,16894.153728723526,0.64430654,165.66359377838867,0.0,0.0
89667,1016230,-0.0017541647,10,0.0,143431,1876150,0.7002561,0.69850194,15470,16894.153728723526,0.6966853,139.85768494621504,0.0,0.0
89675,1016310,0.0035235882,10,0.0,143438,1876220,0.67779094,0.6813145,15472,16896.17414355278,0.67779094,143.36609025871704,0.0,0.0
89679,1016350,0.0074601173,10,0.0,143448,1876320,0.6651708,0.6726309,15473,16897.205624103546,0.6651708,155.34689402805967,0.0,0.0
89687,1016430,0.0034581423,10,0.0,143455,1876390,0.6834056,0.6868637,15474,16898.21619606018,0.6834056,89.01947717051492,0.0,0.0
89691,1016470,0.00082445145,10,0.0,143467,1876510,0.6905536,0.69137806,15475,16899.252660512924,0.68952805,154.26473941667587,0.0,0.0
89699,1016550,-0.0020122528,10,0.0,143474,1876580,0.7080472,0.70603496,15475,16899.252660512924,0.7042378,153.82570617532073,0.0,0.0
89707,1016630,0.007846653,10,0.0,143481,1876650,0.6717128,0.67955947,15477,16901.265547037125,0.6717128,107.54708369551561,0.0,0.0
89711,1016670,-0.0014241934,10,0.0,143492,1876760,0.69967824,0.69825405,15478,16902.294206619263,0.69643676,164.92749064141685,0.0,0.0
89719,1016750,-0.0019600391,10,0.0,143500,1876840,0.70128167,0.6993216,15478,16902.294206619263,0.69750726,160.1924920463356,0.0,0.0
89723,1016790,-0.002026558,10,0.0,143511,1876950,0.7012898,0.6992632,15480,16904.390954256058,0.6974487,173.15878343509905,0.0,0.0
89731,1016870,0.021443129,10,0.0,143518,1877020,0.6354173,0.6568604,15480,16904.390954256058,0.6354173,121.3780649791496,0.0,0.0
89739,1016950,0.011694729,10,0.0,143525,1877090,0.6617629,0.6734576,15482,16906.431538581848,0.6617629,79.52855160069474,0.0,0.0
89743,1016990,0.0056975484,10,0.0,143535,1877190,0.7093861,0.71508366,15483,16907.471431970596,0.70584595,174.38265779156256,0.0,0.0
89752,1017080,0.020234346,10,0.0,143542,1877260,0.64503217,0.6652665,15483,16907.471431970596,0.64503217,125.61444491364259,0.0,0.0
89754,1017100,0.00655967,10,0.0,143554,1877380,0.70919645,0.7157561,15485,16909.501524925232,0.7056496,157.03769155599818,0.0,0.0
89762,1017180,0.0059592724,10,0.0,143561,1877450,0.67101717,0.67697644,15485,16909.501524925232,0.67101717,116.84079158495275,0.0,0.0
89770,1017260,0.0041596293,10,0.0,143569,1877530,0.67874724,0.68290687,15487,16911.54429626465,0.67874724,111.1816099754008,0.0,0.0
89776,1017320,-0.00017309189,10,0.0,143579,1877630,0.6912203,0.6910472,15488,16912.57441329956,0.6892095,164.6523276948382,0.0,0.0
89784,1017400,0.02212292,10,0.0,143586,1877700,0.63517433,0.65729725,15489,16913.61308002472,0.63517433,33.54471744982653,0.0,0.0
89786,1017420,0.017873168,10,0.0,143596,1877800,0.6489859,0.6668591,15490,16914.664855480194,0.6489859,167.57776978704703,0.0,0.0
89795,1017510,0.0202654,10,0.0,143604,1877880,0.6354129,0.6556783,15490,16914.664855480194,0.6354129,111.37350702871497,0.0,0.0
89803,1017590,0.023419201,10,0.0,143612,1877960,0.63434356,0.65776277,15492,16916.704330205917,0.63434356,115.51946943114778,0.0,0.0
89807,1017630,-0.0020207167,10,0.0,143620,1878040,0.70540017,0.70337945,15493,16917.75410914421,0.7015756,155.4706966020587,0.0,0.0
89815,1017710,0.008174777,10,0.0,143628,1878120,0.6622056,0.67038035,15494,16918.886087417603,0.6622056,31.471095811061055,0.0,0.0
89819,1017750,0.0010501146,10,0.0,143639,1878230,0.68382263,0.68487275,15495,16919.99382352829,0.68298,156.47293632229446,0.0,0.0
89827,1017830,-0.0020303726,10,0.0,143647,1878310,0.70103997,0.6990096,15495,16919.99382352829,0.6971944,63.425995514833865,0.0,0.0
89833,1017890,0.012380123,10,0.0,143655,1878390,0.65356964,0.66594976,15497,16922.036865711212,0.65356964,108.9084497899367,0.0,0.0
89840,1017960,0.0182333,10,0.0,143665,1878490,0.64108115,0.65931445,15498,16923.064167261124,0.64108115,159.51381097804466,0.0,0.0
89844,1018000,0.0034368038,10,0.0,143673,1878570,0.7100734,0.7135102,15499,16924.07222032547,0.70642626,97.53696322513731,0.0,0.0
89851,1018070,-0.0020192862,10,0.0,143682,1878660,0.7059406,0.7039213,15500,16925.094589471817,0.7021189,160.7789200916918,0.0,0.0
89860,1018160,0.0087708235,10,0.0,143689,1878730,0.6576394,0.6664102,15500,16925.094589471817,0.6576394,31.55284568135741,0.0,0.0
89866,1018220,0.00077199936,10,0.0,143698,1878820,0.71035606,0.71112806,15502,16927.14769411087,0.70666283,168.11915794199228,0.0,0.0
89870,1018260,-0.0007967353,10,0.0,143708,1878920,0.6848469,0.68405014,15503,16928.181632757187,0.6821942,171.40526601852872,0.0,0.0
89878,1018340,0.015562117,10,0.0,143716,1879000,0.6429185,0.65848064,15504,16929.186299562454,0.6429185,145.38617787544976,0.0,0.0
89885,1018410,0.004164815,10,0.0,143726,1879100,0.66952664,0.67369145,15505,16930.25181365013,0.66952664,143.35874001107413,0.0,0.0
89889,1018450,-0.002036512,10,0.0,143733,1879170,0.6999519,0.6979154,15506,16931.363823890686,0.6960973,47.52375448972886,0.0,0.0
89897,1018530,-0.0020409822,10,0.0,143741,1879250,0.698432,0.69639105,15507,16932.436519622803,0.69456905,56.160225802909835,0.0,0.0
89905,1018610,-0.0009263754,10,0.0,143751,1879350,0.68794847,0.6870221,15508,16933.47901034355,0.6851739,123.78822355819602,0.0,0.0
89911,1018670,-0.0020340085,10,0.0,143759,1879430,0.6982573,0.6962233,15509,16934.52963423729,0.69440085,37.13939368180204,0.0,0.0
89913,1018690,0.006549716,10,0.0,143768,1879520,0.65996957,0.6665193,15510,16935.577962875366,0.65996957,162.76107211182125,0.0,0.0
89922,1018780,0.0044852495,10,0.0,143777,1879610,0.66400844,0.6684937,15511,16936.58653473854,0.66400844,133.26927720796635,0.0,0.0
89930,1018860,-0.0019603968,10,0.0,143785,1879690,0.6927571,0.69079673,15512,16937.629645586014,0.6889599,79.48107960607226,0.0,0.0
89936,1018920,0.0015557408,10,0.0,143796,1879800,0.6751313,0.67668706,15513,16938.66357731819,0.67475975,154.51763709038664,0.0,0.0
89944,1019000,0.011796415,10,0.0,143804,1879880,0.6413285,0.6531249,15514,16939.665346622467,0.6413285,141.58752877792557,0.0,0.0
89948,1019040,-0.0019292235,10,0.0,143814,1879980,0.693097,0.6911678,15515,16940.69911623001,0.68933195,161.54741500502632,0.0,0.0
89954,1019100,-0.00064635277,10,0.0,143822,1880060,0.6844033,0.68375695,15516,16941.72524166107,0.68189937,150.0382401654093,0.0,0.0
89960,1019160,-0.002000749,10,0.0,143830,1880140,0.6871299,0.68512917,15517,16942.77912425995,0.683277,138.33867100276723,0.0,0.0
89968,1019240,0.014421105,10,0.0,143840,1880240,0.6409772,0.6553983,15518,16943.822172880173,0.6409772,152.93780469573272,0.0,0.0
89974,1019300,-0.0015962124,10,0.0,143848,1880320,0.68114024,0.67954403,15519,16944.827042341232,0.6776765,150.26669150628393,0.0,0.0
89980,1019360,0.01042819,10,0.0,143857,1880410,0.6468075,0.6572357,15520,16945.873791456223,0.6468075,160.0372401109572,0.0,0.0
89988,1019440,0.0043873787,10,0.0,143864,1880480,0.6552284,0.65961576,15521,16946.905700922012,0.6552284,31.956674948590358,0.0,0.0
89996,1019520,0.0088076,10,0.0,143872,1880560,0.6488209,0.6576285,15522,16947.94666004181,0.6488209,90.06237774070185,0.0,0.0
89998,1019540,-0.001891613,10,0.0,143882,1880660,0.6847056,0.682814,15523,16949.003572940826,0.6809556,139.22954612598795,0.0,0.0
90005,1019610,-0.0020451546,10,0.0,143890,1880740,0.6970384,0.69499326,15524,16950.12609934807,0.6931676,44.94519954908037,0.0,0.0
90013,1019690,-0.0020255446,10,0.0,143898,1880820,0.7037629,0.70173734,15525,16951.223440170288,0.69992924,38.43235927711351,0.0,0.0
90019,1019750,-0.0017370582,10,0.0,143910,1880940,0.6855257,0.68378866,15526,16952.28566789627,0.68193287,168.48045181944897,0.0,0.0
90027,1019830,-0.0020428896,10,0.0,143917,1881010,0.6974532,0.6954103,15526,16952.28566789627,0.6935857,58.680963227023184,0.0,0.0
90029,1019850,0.0041131377,10,0.0,143928,1881120,0.65882343,0.66293657,15528,16954.304259061813,0.65882343,153.06449847092568,0.0,0.0
90036,1019920,0.0035511851,10,0.0,143935,1881190,0.6581399,0.66169107,15528,16954.304259061813,0.6581399,152.71061724259712,0.0,0.0
90044,1020000,0.0071157813,10,0.0,143943,1881270,0.651805,0.65892076,15530,16956.335542201996,0.651805,148.98830984764794,0.0,0.0
90052,1020080,-0.00062817335,10,0.0,143952,1881360,0.6659497,0.6653215,15531,16957.37892961502,0.6634087,151.11123920969578,0.0,0.0
90060,1020160,-0.001696825,10,0.0,143959,1881430,0.67296445,0.6712676,15532,16958.46490430832,0.66937697,32.35626650867708,0.0,0.0
90064,1020200,-0.0020567775,10,0.0,143969,1881530,0.6930066,0.6909498,15533,16959.520355939865,0.6891134,172.16865887298042,0.0,0.0
90070,1020260,0.00025451183,10,0.0,143977,1881610,0.6684952,0.6687497,15534,16960.537729024887,0.6668468,119.53704838420082,0.0,0.0
90076,1020320,-0.002040565,10,0.0,143985,1881690,0.6985836,0.69654304,15535,16961.565500974655,0.69472146,98.75619536016086,0.0,0.0
90084,1020400,-0.00013548136,10,0.0,143996,1881800,0.669417,0.66928154,15536,16962.611256361008,0.6673821,154.72397752717802,0.0,0.0
90089,1020450,-0.0018869042,10,0.0,144004,1881880,0.6772261,0.6753392,15537,16963.630819797516,0.67346,135.06441983506204,0.0,0.0
90097,1020530,0.008666575,10,0.0,144012,1881960,0.64825124,0.6569178,15538,16964.6678109169,0.64825124,31.675396782242522,0.0,0.0
90101,1020570,0.00023329258,10,0.0,144022,1882060,0.70952916,0.70976245,15539,16965.71704030037,0.70581853,170.2579257154455,0.0,0.0
90109,1020650,-0.0020205975,10,0.0,144030,1882140,0.7054736,0.703453,15540,16966.730932235718,0.70164937,148.98778061949417,0.0,0.0
90115,1020710,-0.0020425916,10,0.0,144039,1882230,0.6979037,0.6958611,15541,16967.767327308655,0.69403774,148.25891468484008,0.0,0.0
90121,1020770,-0.0020512938,10,0.0,144048,1882320,0.6947227,0.6926714,15542,16968.791473388672,0.6908396,167.7674625110497,0.0,0.0
90129,1020850,0.010513246,10,0.0,144055,1882390,0.6447022,0.65521544,15543,16969.82052755356,0.6447022,37.662068049005626,0.0,0.0
90133,1020890,-0.0017481446,10,0.0,144065,1882490,0.67718875,0.6754406,15544,16970.8787484169,0.6735618,161.8678676592608,0.0,0.0
90139,1020950,-0.0020487905,10,0.0,144074,1882580,0.69532627,0.6932775,15545,16971.908315181732,0.69144726,132.07411232728327,0.0,0.0
90147,1021030,0.0071923137,10,0.0,144084,1882680,0.64984757,0.6570399,15546,16972.94135260582,0.64984757,151.22401814268252,0.0,0.0
90153,1021090,-0.0020392537,10,0.0,144093,1882770,0.69904476,0.6970055,15547,16973.952540397644,0.6951851,147.62334490113403,0.0,0.0
90161,1021170,-0.0020713806,10,0.0,144100,1882840,0.6870982,0.6850268,15548,16974.977134227753,0.6831745,81.65700702230511,0.0,0.0
90165,1021210,-0.0020554066,10,0.0,144110,1882940,0.68936133,0.6873059,15549,16976.027814626694,0.6854598,167.31372040608733,0.0,0.0
90173,1021290,0.00375098,10,0.0,144118,1883020,0.71057385,0.71432483,15550,16977.04108595848,0.7070597,152.01159756451145,0.0,0.0
90178,1021340,-0.002072692,10,0.0,144127,1883110,0.68154204,0.67946935,15551,16978.080870866776,0.6776018,163.10856005102121,0.0,0.0
90186,1021420,-0.0019568205,10,0.0,144135,1883190,0.6803786,0.6784218,15552,16979.087279081345,0.6765513,153.39365258161018,0.0,0.0
90192,1021480,-0.0020374656,10,0.0,144143,1883270,0.68116,0.6791225,15553,16980.12823820114,0.67725396,113.9381888020515,0.0,0.0
90200,1021560,-0.0020330548,10,0.0,144151,1883350,0.7011665,0.69913346,15554,16981.314555883408,0.6973186,87.54146125621449,0.0,0.0
90206,1021620,-0.002012074,10,0.0,144160,1883440,0.70846534,0.70645326,15555,16982.40630531311,0.7046573,34.18151235302363,0.0,0.0
90210,1021660,-0.0019854307,10,0.0,144169,1883530,0.68903476,0.6870493,15556,16983.454586982727,0.6852024,157.3564236085058,0.0,0.0
90218,1021740,-0.0020257235,10,0.0,144178,1883620,0.69355524,0.6915295,15557,16984.495556354523,0.6896947,44.562892446956575,0.0,0.0
90223,1021790,-0.0020419955,10,0.0,144186,1883700,0.69795513,0.69591314,15558,16985.530498981476,0.6940899,35.35731566888259,0.0,0.0
90229,1021850,0.0049073696,10,0.0,144194,1883780,0.71024954,0.7151569,15559,16986.602329969406,0.70663923,35.75813430068246,0.0,0.0
90236,1021920,-0.0020150542,10,0.0,144204,1883880,0.6895824,0.68756735,15560,16987.774242401123,0.68572193,33.47473535007853,0.0,0.0
90242,1021980,-0.0020477772,10,0.0,144213,1883970,0.6961315,0.69408375,15561,16988.894704580307,0.6922557,89.98064934117657,0.0,0.0
90250,1022060,-0.0020613074,10,0.0,144221,1884050,0.68826467,0.68620336,15562,16989.923508405685,0.6843542,44.48806896105508,0.0,0.0
90256,1022120,0.0090581775,10,0.0,144230,1884140,0.64974546,0.65880364,15563,16990.968121528625,0.64974546,76.15719128522741,0.0,0.0
90262,1022180,0.0014873147,10,0.0,144239,1884230,0.6637787,0.66526604,15564,16992.032104730606,0.66329944,77.34586808635407,0.0,0.0
90269,1022250,-0.0011744499,10,0.0,144248,1884320,0.6731004,0.67192596,15565,16993.145168066025,0.6700364,49.886105217085166,0.0,0.0
90275,1022310,0.004281342,10,0.0,144258,1884420,0.6511417,0.65542305,15566,16994.18449306488,0.6511417,152.3766343698117,0.0,0.0
90280,1022360,0.002016902,10,0.0,144266,1884500,0.6616278,0.66364473,15567,16995.224499225616,0.6616278,74.4027105174463,0.0,0.0
90288,1022440,-0.0009653568,10,0.0,144274,1884580,0.6695213,0.6685559,15568,16996.285143852234,0.6666574,36.865839691804936,0.0,0.0
90296,1022520,-0.0020610094,10,0.0,144282,1884660,0.6795646,0.6775036,15569,16997.333066940308,0.67563057,75.35688619311811,0.0,0.0
90304,1022600,-0.0020442605,10,0.0,144291,1884750,0.69733524,0.695291,15570,16998.37170600891,0.69346607,93.20696268213929,0.0,0.0
90305,1022610,0.00040864944,10,0.0,144300,1884840,0.6609803,0.66138893,15571,16999.44273543358,0.6594492,150.9339666774623,0.0,0.0
90313,1022690,-0.0020431876,10,0.0,144308,1884920,0.6977003,0.69565713,15572,17000.468376398087,0.69383323,55.446694260215715,0.0,0.0
90321,1022770,-0.0020691752,10,0.0,144317,1885010,0.67442364,0.67235446,15573,17001.52249622345,0.67046714,49.83856517161808,0.0,0.0
90327,1022830,-0.0020836592,10,0.0,144326,1885100,0.68349075,0.6814071,15574,17002.559764146805,0.67954487,134.0255889157304,0.0,0.0
90333,1022890,-0.001794517,10,0.0,144334,1885180,0.6721737,0.67037916,15575,17003.593541383743,0.66848624,38.30078824139619,0.0,0.0
90337,1022930,-0.0020555258,10,0.0,144344,1885280,0.69352585,0.6914703,15576,17004.633335113525,0.68963534,139.3794508302678,0.0,0.0
90345,1023010,-0.0019375086,10,0.0,144352,1885360,0.673306,0.6713685,15577,17005.635278701782,0.6694783,52.31638516737161,0.0,0.0
90352,1023080,-0.0020607114,10,0.0,144360,1885440,0.6768775,0.6748168,15578,17006.673127889633,0.6729364,45.34921990723221,0.0,0.0
90356,1023120,-0.0020811558,10,0.0,144370,1885540,0.6838638,0.68178266,15579,17007.71118235588,0.6799215,151.51463921249888,0.0,0.0
90364,1023200,-0.0020341277,10,0.0,144378,1885620,0.70078284,0.6987487,15580,17008.719303369522,0.69693285,41.70967437188928,0.0,0.0
90370,1023260,-0.0020148158,10,0.0,144386,1885700,0.7075036,0.7054888,15581,17009.767080545425,0.70369035,116.32523220372357,0.0,0.0
90378,1023340,-0.0020318031,10,0.0,144395,1885790,0.70159954,0.69956774,15582,17010.78915309906,0.6977541,122.15612949824671,0.0,0.0
90384,1023400,-0.0020408034,10,0.0,144404,1885880,0.6984938,0.696453,15583,17011.925832033157,0.6946311,32.85038260011435,0.0,0.0
90390,1023460,-0.0020526648,10,0.0,144414,1885980,0.6897077,0.68765503,15584,17013.097494125366,0.6858098,155.24856847801544,0.0,0.0
90398,1023540,0.0021473765,10,0.0,144424,1886080,0.7092004,0.71134776,15585,17014.147195100784,0.7055557,34.73201398785544,0.0,0.0
90400,1023560,0.0034640431,10,0.0,144432,1886160,0.65573853,0.6592026,15586,17015.19508433342,0.65573853,111.91107529836788,0.0,0.0
90409,1023650,-0.0020305514,10,0.0,144441,1886250,0.7020205,0.69999,15587,17016.222395420074,0.69817734,119.3469118308208,0.0,0.0
90417,1023730,-0.0020830631,10,0.0,144449,1886330,0.6837962,0.68171316,15588,17017.249720573425,0.67985183,33.7701557549627,0.0,0.0
90421,1023770,-0.0017505884,10,0.0,144460,1886440,0.67384714,0.67209655,15589,17018.286432027817,0.67020845,162.5081945617556,0.0,0.0
90429,1023850,0.00028842688,10,0.0,144468,1886520,0.6559173,0.6562057,15589,17018.286432027817,0.6559173,100.25585620040157,0.0,0.0
90433,1023890,-0.0020236373,10,0.0,144479,1886630,0.7044253,0.70240164,15591,17020.310291290283,0.70059526,157.72151422737477,0.0,0.0
90441,1023970,-0.0019449592,10,0.0,144486,1886700,0.67566586,0.6737209,15591,17020.310291290283,0.6718374,127.61017521548249,0.0,0.0
90449,1024050,0.001193583,10,0.0,144493,1886770,0.6616257,0.66281927,15593,17022.347587108612,0.6608829,61.50186222469867,0.0,0.0
90451,1024070,-7.992983e-05,10,0.0,144505,1886890,0.6628119,0.66273195,15594,17023.380541086197,0.66081315,172.48372544423472,0.0,0.0
90460,1024160,0.0033269525,10,0.0,144513,1886970,0.652178,0.65550494,15594,17023.380541086197,0.652178,161.1842378313568,0.0,0.0
90468,1024240,-0.0020332336,10,0.0,144523,1887070,0.7010869,0.69905365,15596,17025.40652179718,0.69723856,163.53975123796155,0.0,0.0
90474,1024300,-0.002011478,10,0.0,144531,1887150,0.7086668,0.7066553,15596,17025.40652179718,0.70485985,149.33097876976427,0.0,0.0
90480,1024360,-0.0020523667,10,0.0,144539,1887230,0.68201834,0.679966,15598,17027.432190656662,0.6780998,153.6994393345304,0.0,0.0
90486,1024420,-0.002090156,10,0.0,144548,1887320,0.67997164,0.6778815,15599,17028.458529233932,0.6760096,156.94249974742846,0.0,0.0
90494,1024500,-0.0018261671,10,0.0,144556,1887400,0.6739388,0.67211264,15600,17029.465946912766,0.67022467,171.96888876133153,0.0,0.0
90498,1024540,-0.0020533204,10,0.0,144565,1887490,0.6942444,0.69219106,15601,17030.512990236282,0.6903579,162.93241552912292,0.0,0.0
90504,1024600,-0.0020716786,10,0.0,144574,1887580,0.6880381,0.68596643,15602,17031.549651622772,0.68411666,151.38721856073457,0.0,0.0
90512,1024680,0.0028674603,10,0.0,144581,1887650,0.7098746,0.71274203,15603,17032.57681298256,0.70625764,163.40340652319583,0.0,0.0
90518,1024740,-0.0020167828,10,0.0,144593,1887770,0.7068047,0.7047879,15604,17033.607087373734,0.7029877,165.65770505270726,0.0,0.0
90526,1024820,-0.002074957,10,0.0,144600,1887840,0.6870246,0.68494964,15604,17033.607087373734,0.68309706,157.6894937684456,0.0,0.0
90532,1024880,0.005504906,10,0.0,144608,1887920,0.7108416,0.7163465,15606,17035.647866010666,0.70730925,151.2480121739695,0.0,0.0
90536,1024920,-0.002097845,10,0.0,144619,1888030,0.67953825,0.6774404,15607,17036.67365670204,0.67556727,153.8985165317003,0.0,0.0
90542,1024980,-0.0019177198,10,0.0,144627,1888110,0.66902494,0.6671072,15608,17037.697047472,0.66520494,159.22133730155718,0.0,0.0
90550,1025060,-0.002049327,10,0.0,144636,1888200,0.69561625,0.6935669,15609,17038.733371257782,0.6917375,177.18044144049003,0.0,0.0
90558,1025140,-0.0020724535,10,0.0,144644,1888280,0.6878654,0.6857929,15609,17038.733371257782,0.6839427,161.26976314980007,0.0,0.0
90559,1025150,-0.0020602345,10,0.0,144653,1888370,0.6919211,0.6898609,15611,17040.781519174576,0.68802154,161.34855146891937,0.0,0.0
90569,1025250,-0.002009809,10,0.0,144661,1888450,0.70922303,0.7072132,15612,17041.805962324142,0.7054191,168.02890817168634,0.0,0.0
90577,1025330,-0.0025321245,10,0.0,144668,1888520,0.65785855,0.6553264,15613,17042.832085371017,0.6553264,147.25433059255568,0.0,0.0
90582,1025380,-0.0015308857,10,0.0,144678,1888620,0.6622448,0.6607139,15614,17043.97766661644,0.6587931,158.016237496939,0.0,0.0
90590,1025460,-0.0014402866,10,0.0,144685,1888690,0.6598778,0.6584375,15615,17045.05853867531,0.65650994,150.92690615070725,0.0,0.0
90598,1025540,-0.002022028,10,0.0,144693,1888770,0.7049815,0.7029595,15616,17046.115515232086,0.70115453,93.81278615411111,0.0,0.0
90600,1025560,-0.0011945367,10,0.0,144703,1888870,0.6586677,0.65747315,15617,17047.162585258484,0.6564486,156.6757562400544,0.0,0.0
90608,1025640,-0.0020393133,10,0.0,144711,1888950,0.6990036,0.69696426,15618,17048.190482139587,0.69514376,112.50392957346023,0.0,0.0
90613,1025690,-0.002100706,10,0.0,144720,1889040,0.67863095,0.67653024,15619,17049.22708439827,0.67465454,133.3133303667917,0.0,0.0
90621,1025770,-0.002018392,10,0.0,144729,1889130,0.70624846,0.70423007,15620,17050.242598056793,0.70242846,156.2426987722017,0.0,0.0
90629,1025850,-0.0021301508,10,0.0,144737,1889210,0.66763383,0.6655037,15621,17051.29208946228,0.66359687,168.0423721343921,0.0,0.0
90632,1025880,0.0061543584,10,0.0,144745,1889290,0.709547,0.71570134,15622,17052.38838171959,0.7059839,46.27421386978405,0.0,0.0
90640,1025960,-0.0021116138,10,0.0,144754,1889380,0.6751591,0.6730475,15623,17053.474558353424,0.6711621,34.07731431078468,0.0,0.0
90646,1026020,0.0009303689,10,0.0,144764,1889480,0.7104197,0.7113501,15624,17054.507273435593,0.7068291,153.86294937637564,0.0,0.0
90654,1026100,-0.0021463037,10,0.0,144772,1889560,0.6640696,0.6619233,15625,17055.515437841415,0.66000617,85.23293077206009,0.0,0.0
90660,1026160,-0.002096355,10,0.0,144781,1889650,0.6800372,0.67794085,15626,17056.561107873917,0.6760691,112.43456535958225,0.0,0.0
90664,1026200,0.006759286,10,0.0,144790,1889740,0.70933044,0.7160897,15627,17057.595779895782,0.70563555,140.63943721477648,0.0,0.0
90672,1026280,-0.0021317601,10,0.0,144798,1889820,0.6683287,0.66619694,15628,17058.618060588837,0.66429216,115.46349977151226,0.0,0.0
90678,1026340,-0.0020308495,10,0.0,144806,1889900,0.70193046,0.6998996,15629,17059.657158613205,0.69808674,106.46360345816645,0.0,0.0
90684,1026400,-0.0021284223,10,0.0,144815,1889990,0.6675206,0.66539216,15630,17060.726349830627,0.66348505,149.0820424963212,0.0,0.0
90690,1026460,-0.0020330548,10,0.0,144823,1890070,0.70117474,0.6991417,15631,17061.764915704727,0.6973269,69.43958994871048,0.0,0.0
90696,1026520,-0.0021394491,10,0.0,144832,1890160,0.6613709,0.6592314,15632,17062.811145305634,0.6573064,129.60903798375833,0.0,0.0
90704,1026600,-0.002083838,10,0.0,144840,1890240,0.68412673,0.6820429,15633,17063.835318803787,0.68018246,34.777573159032436,0.0,0.0
90712,1026680,-0.0021298528,10,0.0,144849,1890330,0.6611023,0.65897244,15634,17064.92626976967,0.6570466,124.90668413764351,0.0,0.0
90716,1026720,-0.0021122694,10,0.0,144859,1890430,0.6748092,0.67269695,15635,17065.95528125763,0.67081064,163.9931029359441,0.0,0.0
90722,1026780,-0.0020098686,10,0.0,144867,1890510,0.7092322,0.70722234,15636,17066.99885892868,0.7054283,33.4162757495411,0.0,0.0
