actor_episodes,actor_loss,actor_steps,binary_accuracy,categorical_accuracy,critic_loss,entropy_mean,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,logits_neg,logits_pos,logsumexp,steps_per_second
24571,336.0856,284070,0.9972918,0.92108154,0.24470294,-31.42742,26352,376220,2084,3544.1192326545715,-799.8075,-0.23216692,3.5624444,34.41928097053655
24604,329.7683,284400,0.9972887,0.91760254,0.2506023,-31.26588,26419,376890,2089,3554.831821680069,-779.2732,-0.19896871,3.1871793,29.66119936963912
24635,318.35553,284710,0.99726987,0.9190674,0.2588234,-31.266033,26486,377560,2094,3564.8893733024597,-762.728,-0.17804095,4.982564,35.17104720277086
24667,321.1913,285030,0.99735165,0.91967773,0.24207471,-31.203688,26558,378280,2099,3575.8955483436584,-766.09656,-0.22335967,3.220046,29.067682587314433
24699,326.69763,285350,0.99722743,0.91638184,0.2636487,-31.374552,26615,378850,2104,3586.8006868362427,-777.52905,-0.23198327,4.8266253,27.27068359000184
24731,324.47522,285670,0.99722934,0.92059326,0.26706725,-32.110428,26690,379600,2109,3597.4914512634277,-777.7569,-0.23365396,5.2350082,26.569186862619222
24769,332.69763,286050,0.9972849,0.90930176,0.2645883,-31.897991,26757,380270,2115,3609.023240327835,-785.04974,-0.22596845,3.605421,36.55213669673876
24810,327.9125,286460,0.9973695,0.9156494,0.2486301,-32.453354,26837,381070,2121,3619.9493792057037,-778.62195,-0.20863572,3.097127,33.67621360745797
24841,335.17493,286770,0.9971881,0.91815186,0.27218527,-32.589012,26909,381790,2126,3630.0361466407776,-792.28613,-0.23103605,6.0357475,34.12377004125329
24873,335.58014,287090,0.9972806,0.9169922,0.26144522,-32.07662,26977,382470,2131,3641.2860939502716,-794.4164,-0.2260603,3.7681608,32.6787199181533
24910,327.77832,287460,0.99737334,0.91729736,0.24786462,-32.553,27048,383180,2137,3652.0652112960815,-781.4685,-0.2259683,2.7358873,34.39428453769822
24937,333.13812,287730,0.99719214,0.91516113,0.277645,-32.007175,27107,383770,2141,3662.6619188785553,-780.19977,-0.22454385,5.0457916,24.433609798367424
24968,342.50888,288040,0.9972093,0.90802,0.28066105,-31.983831,27171,384410,2146,3674.1846945285797,-818.766,-0.25199223,4.5913095,27.147796383630624
25001,337.2365,288370,0.99729514,0.91674805,0.26220524,-31.730562,27234,385040,2151,3684.6189579963684,-795.8352,-0.2383999,4.060004,35.60956693661273
25032,347.90295,288680,0.9971392,0.91345215,0.28999257,-31.898148,27300,385700,2156,3695.6009287834167,-821.9148,-0.21388236,4.8899503,29.434051159580235
25070,334.453,289060,0.9972081,0.90844727,0.28937837,-32.381645,27386,386560,2162,3707.0464487075806,-797.463,-0.23483616,4.392421,27.610967594415957
25110,338.76978,289460,0.99710536,0.9133911,0.29644364,-32.694878,27456,387260,2168,3718.653028488159,-816.1991,-0.23691815,6.3762703,38.82124195946753
25148,342.42706,289840,0.99732137,0.91326904,0.26036847,-33.31318,27529,387990,2174,3729.594489336014,-831.0553,-0.22604416,3.2959561,36.4726249593066
25181,339.73932,290170,0.9972923,0.911438,0.27178603,-33.22954,27606,388760,2179,3739.931163787842,-814.59735,-0.24966393,3.329445,31.669618607289493
25211,351.40912,290470,0.9972737,0.9172363,0.2614732,-33.492935,27666,389360,2184,3751.6507065296173,-835.13354,-0.25325897,3.5850432,26.022178941667317
25244,344.50952,290800,0.99718666,0.91156006,0.27377343,-33.359707,27730,390000,2189,3762.5371799468994,-827.7323,-0.22747757,4.9343395,31.72254241266049
25275,354.09302,291110,0.9971962,0.91656494,0.2817923,-33.39437,27799,390690,2194,3772.770727157593,-852.2073,-0.22427258,5.1316385,36.50695975000116
25313,356.36884,291490,0.9971576,0.91607666,0.28104562,-33.25385,27876,391460,2200,3784.591312646866,-858.04865,-0.2542209,5.3185787,31.85281481648486
25345,352.68762,291810,0.9971876,0.9178467,0.28401864,-33.518547,27942,392120,2205,3795.84379529953,-851.6576,-0.17594017,6.4722557,32.2229166386574
25377,349.00763,292130,0.9970782,0.91619873,0.29686296,-33.321396,28015,392850,2210,3808.2728650569916,-855.72485,-0.24540795,6.9667945,26.078126508839066
25410,339.39572,292460,0.9973154,0.9262085,0.23767333,-33.532017,28080,393500,2215,3818.7164890766144,-826.2824,-0.199881,4.3288946,29.458160615976134
25448,346.82883,292840,0.9972482,0.91973877,0.2584715,-33.349804,28160,394300,2221,3829.793612718582,-836.9236,-0.21121913,4.761381,34.629531786459474
25481,353.72607,293170,0.9972441,0.92333984,0.26052368,-33.289425,28227,394970,2226,3840.4274299144745,-834.64374,-0.2231713,6.3929787,34.55231139105141
25518,353.05267,293540,0.9974165,0.9273071,0.22176203,-33.16841,28303,395730,2232,3850.7051961421967,-849.8606,-0.20200703,2.9724576,39.20714691025247
25558,350.1048,293940,0.9974172,0.92089844,0.22277664,-33.4595,28379,396490,2238,3861.872082710266,-842.1012,-0.20848334,2.2846336,35.773064015331876
25596,343.19696,294320,0.9974437,0.92193604,0.22521183,-33.564415,28464,397340,2244,3873.0671467781067,-825.97296,-0.20205747,2.7035394,33.18012698745453
25628,345.27774,294640,0.9974501,0.93237305,0.21176064,-33.843437,28529,397990,2249,3883.8767352104187,-838.7445,-0.18174401,2.8955486,30.10640220496903
25661,359.61288,294970,0.9974201,0.92144775,0.22620273,-34.15473,28597,398670,2254,3893.951887369156,-859.45264,-0.2066927,2.5714626,36.855581860277304
25697,344.32983,295330,0.9973247,0.9217529,0.24135996,-33.737694,28673,399430,2260,3906.1913080215454,-833.69904,-0.22414756,3.9805243,25.578211918939594
25729,363.23203,295650,0.9972625,0.9222412,0.25606003,-33.215168,28744,400140,2265,3917.956416130066,-860.8703,-0.19515736,6.1725664,28.81565750222932
25768,350.40903,296040,0.9973798,0.9234619,0.22503003,-33.66854,28818,400880,2271,3929.3795189857483,-849.4844,-0.1856051,3.0414689,33.47902050630954
25806,358.7767,296420,0.9974015,0.9255371,0.22710675,-33.466156,28894,401640,2277,3941.3142466545105,-864.6144,-0.18106702,2.8529253,23.271036570406306
25838,350.9598,296740,0.9974463,0.9208374,0.22001801,-33.874634,28967,402370,2282,3952.0578594207764,-848.6429,-0.19292672,2.436654,25.3471655432859
25870,337.95178,297060,0.9974077,0.9213867,0.22612542,-32.906708,29025,402950,2287,3963.0226550102234,-818.19556,-0.20676047,3.5287714,31.208787345322403
25903,351.13678,297390,0.99742484,0.9213257,0.22358045,-33.607796,29091,403610,2292,3973.250500679016,-843.4241,-0.1843318,2.837177,28.16401546508029
25935,354.90826,297710,0.99738145,0.9274292,0.22664857,-33.713448,29161,404310,2297,3984.867507457733,-861.9949,-0.17993143,3.7831707,28.380530102383723
25967,342.80908,298030,0.9974394,0.92559814,0.21891075,-33.893555,29215,404850,2302,3995.7403666973114,-829.96625,-0.19819865,2.832215,34.563180010596774
25999,345.69073,298350,0.9972079,0.92858887,0.26273686,-33.54976,29290,405600,2307,4007.3974964618683,-834.27026,-0.17332947,7.9023,33.934163776196584
