actor_episodes,actor_steps,delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
251,37650,-0.30239838,150,0.0,844,126600,1.0482273,0.7458289,0.7458289,827.1331547104127,0.0,0.0
252,37800,-0.17065132,150,0.0,847,127050,0.85877764,0.6881263,0.6881263,684.0725188266686,0.0,0.0
253,37950,-0.28316832,150,0.0,851,127650,0.9962586,0.7130903,0.7130903,632.977009840565,0.0,0.0
253,37950,-0.2619859,150,0.0,856,128400,0.9690807,0.7070948,0.7070948,798.5763498401948,0.0,0.0
253,37950,-0.24822724,150,0.0,861,129150,0.93337595,0.6851487,0.6851487,703.3253216773054,0.0,0.0
255,38250,-0.2904359,150,0.0,864,129600,1.0115225,0.7210866,0.7210866,586.0225450033812,0.0,0.0
256,38400,-0.28979832,150,0.0,868,130200,0.98383945,0.69404113,0.69404113,447.39942598213094,0.0,0.0
256,38400,-0.28574198,150,0.0,873,130950,1.0189897,0.7332477,0.7332477,745.4791053477228,0.0,0.0
257,38550,-0.23847151,150,0.0,876,131400,1.0041915,0.76572,0.76572,673.6834891512802,0.0,0.0
257,38550,-0.13440931,150,0.0,881,132150,0.80824584,0.6738365,0.6738365,764.7717520524933,0.0,0.0
258,38700,-0.14996552,150,0.0,885,132750,0.8104743,0.66050875,0.66050875,500.04896007528407,0.0,0.0
259,38850,-0.278571,150,0.0,888,133200,0.99761873,0.7190477,0.7190477,684.2146131384479,0.0,0.0
260,39000,-0.24562001,150,0.0,892,133800,0.9449531,0.6993331,0.6993331,445.1594278371815,0.0,0.0
261,39150,-0.11998057,150,0.0,896,134400,0.799191,0.6792104,0.6792104,304.3822349645058,0.0,0.0
261,39150,-0.26235384,150,0.0,901,135150,0.93557113,0.6732173,0.6732173,732.5791881547585,0.0,0.0
261,39150,-0.29205477,150,0.0,906,135900,0.97321707,0.6811623,0.6811623,711.2027510055142,0.0,0.0
263,39450,-0.2654755,150,0.0,909,136350,0.98238117,0.71690565,0.71690565,354.74161165403274,0.0,0.0
263,39450,-0.27802682,150,0.0,914,137100,0.98090035,0.7028735,0.7028735,754.2907291667916,0.0,0.0
265,39750,-0.29061884,150,0.0,917,137550,1.0394251,0.7488063,0.7488063,280.44764955455247,0.0,0.0
265,39750,-0.2820173,150,0.0,923,138450,1.0394496,0.7574323,0.7574323,724.9716243326677,0.0,0.0
