actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
1361,204150,0.07486004,0.22322588,0.0754441,0.15168612,150,0.0,5055,758250,0.6130672,0.46656036,0.6135657,0.5361185,0.68792725,0.68978626,0.6890098,0.68780464,0.4735339,0.3374124,0.35375187,0.3439646,22.584543477623306,0.0,0.0
1369,205350,0.096292675,0.27233797,0.07949222,0.15225616,150,0.0,5078,761700,0.59811926,0.41451016,0.60912055,0.53555965,0.69441193,0.6868481,0.68861276,0.6878158,0.31299555,0.34006482,0.35415664,0.3440655,22.514494601260914,0.0,0.0
1377,206550,0.19493347,0.24659184,0.12603574,0.15194748,150,0.0,5101,765150,0.48938215,0.4468544,0.5633294,0.5359305,0.6843156,0.6934463,0.6893651,0.6878781,0.33181503,0.3542174,0.35243693,0.344258,22.603080413818716,0.0,0.0
1385,207750,0.5077598,0.14302401,0.1251447,0.15140283,150,0.0,5121,768150,0.17713457,0.5409255,0.56410205,0.53645116,0.6848944,0.68394953,0.6892468,0.687854,0.17713457,0.35150474,0.35304835,0.34432593,22.69789380904709,0.0,0.0
1393,208950,-0.8120059,0.16831481,0.12756509,0.15111029,150,0.0,5143,771450,1.4995677,0.516883,0.5612989,0.53669155,0.68756187,0.68519783,0.688864,0.68780184,0.32345793,0.33459705,0.3528113,0.34414172,22.6500755757827,0.0,0.0
1401,210150,0.30209062,0.029254252,0.10682208,0.1491749,150,0.0,5165,774750,0.37400183,0.6543622,0.58150715,0.53862196,0.67609245,0.6836165,0.6883292,0.6877969,0.31937823,0.3490911,0.35410318,0.3442981,24.851355936039592,0.0,0.0
1408,211200,0.30866912,-0.07713833,0.10410246,0.14811453,150,0.0,5187,778050,0.39724436,0.76008874,0.58417225,0.53963625,0.7059135,0.6829504,0.6882747,0.6877508,0.39724436,0.36365396,0.35362703,0.3444181,22.333073704876778,0.0,0.0
1416,212400,0.07677233,0.15098782,0.114927076,0.14769311,150,0.0,5210,781500,0.6200124,0.54463965,0.5736312,0.54011554,0.69678473,0.69562745,0.6885583,0.68780863,0.44120744,0.39204,0.35640115,0.34469786,22.670300858598385,0.0,0.0
1424,213600,0.27423683,0.07358644,0.10408081,0.14624842,150,0.0,5232,784800,0.41647366,0.6183915,0.58451223,0.54161465,0.6907105,0.6919779,0.68859315,0.687863,0.35493138,0.42254862,0.3611885,0.3454341,22.67240781285502,0.0,0.0
1432,214800,-1.3833348,0.07950083,0.11996675,0.14513654,150,0.0,5258,788700,2.0791154,0.6067733,0.56838244,0.5427007,0.69578063,0.6862742,0.68834925,0.6878372,0.42601994,0.37487534,0.3611995,0.34569305,21.05373835724142,0.0,0.0
1439,215850,-1.6314888,-0.20777175,0.107610255,0.14226277,150,0.0,5279,791850,2.3190188,0.898732,0.5813949,0.5455544,0.6875301,0.6909602,0.6890052,0.68781716,0.4428498,0.38645172,0.364815,0.3459855,23.69610440324645,0.0,0.0
1447,217050,-1.3895062,-0.23155597,0.06332858,0.13860565,150,0.0,5300,795000,2.0750327,0.9194687,0.62554634,0.54917973,0.6855265,0.68791264,0.68887496,0.6877854,0.3879952,0.40069062,0.36820588,0.34627235,22.79282224861649,0.0,0.0
1455,218250,0.29355145,-0.47184935,0.016541619,0.13292927,150,0.0,5324,798600,0.39008242,1.1573495,0.67184645,0.5548192,0.68363386,0.6855001,0.6883881,0.68774855,0.39008242,0.37582967,0.36857527,0.34646145,22.578612178841084,0.0,0.0
1463,219450,0.2285308,-0.4780434,-0.042574286,0.1278091,150,0.0,5348,802200,0.4545596,1.1690094,0.7309595,0.5599902,0.6830904,0.69096595,0.6883852,0.68779933,0.35181138,0.36847514,0.37090605,0.34677398,22.650622744372463,0.0,0.0
1471,220650,0.13101155,0.014452058,-0.065060064,0.12581475,150,0.0,5372,805800,0.5485519,0.6686872,0.7533838,0.56197834,0.67956346,0.6831394,0.6883236,0.6877931,0.4050707,0.37436572,0.3741388,0.34719792,22.621232984652654,0.0,0.0
1479,221850,0.2471562,0.20811245,-0.06771238,0.12683396,150,0.0,5395,809250,0.42270893,0.48042902,0.75556517,0.5609493,0.66986513,0.68854153,0.68785256,0.6877833,0.35662785,0.38171244,0.3754883,0.34750697,22.687411263708643,0.0,0.0
1488,223200,0.119009614,-0.00075778365,-0.08090672,0.124459304,150,0.0,5420,813000,0.56245345,0.6912333,0.7690846,0.56328773,0.68146306,0.69047546,0.68817794,0.687747,0.24713846,0.33717588,0.3762148,0.347195,20.93742828344035,0.0,0.0
1496,224400,0.28814963,0.2531771,-0.08109512,0.12519583,150,0.0,5446,816900,0.39492986,0.43159032,0.76955116,0.5624292,0.6830795,0.6847674,0.68845594,0.687625,0.3702053,0.32618564,0.37652168,0.34713727,20.81452367987472,0.0,0.0
1504,225600,0.34360695,0.17303343,-0.053742986,0.12468798,150,0.0,5468,820200,0.341676,0.5145131,0.74272156,0.56296474,0.68528295,0.68754655,0.68897855,0.6876527,0.33612108,0.33687115,0.37462136,0.34708917,22.726671278137932,0.0,0.0
1512,226800,0.15957749,0.20037296,-0.052119244,0.12425024,150,0.0,5494,824100,0.51964533,0.48543555,0.74057996,0.5633904,0.6792228,0.68580854,0.6884607,0.6876406,0.3992249,0.3193902,0.3711706,0.346989,22.64142795264783,0.0,0.0
1520,228000,-0.8118494,0.057126183,-0.054967154,0.12258884,150,0.0,5519,827850,1.4992485,0.62778157,0.7426851,0.5649978,0.6873991,0.6849078,0.687718,0.6875866,0.3657486,0.3829551,0.3681196,0.34733343,20.63790550577836,0.0,0.0
1528,229200,0.35827997,0.08403185,-0.06401659,0.12114474,150,0.0,5541,831150,0.32834116,0.60343766,0.75169367,0.56642085,0.6866211,0.6874695,0.6876771,0.68756557,0.30711886,0.35592407,0.36405194,0.34715474,22.58882003027494,0.0,0.0
1536,230400,0.3074121,0.076264106,-0.036887087,0.11953595,150,0.0,5562,834300,0.38659,0.6129468,0.72436196,0.56803554,0.6940021,0.6892109,0.68747497,0.6875715,0.38659,0.3680398,0.361942,0.34717613,20.772969876622255,0.0,0.0
1544,231600,0.1474083,-0.19413649,-0.04215287,0.116341755,150,0.0,5585,837750,0.5309755,0.8835891,0.72958887,0.57128334,0.6783838,0.6894525,0.68743604,0.68762505,0.39368367,0.40607533,0.36192986,0.34775525,22.469122195987328,0.0,0.0
1552,232800,0.1721502,0.07716807,0.0184817,0.1148203,150,0.0,5612,841800,0.5058474,0.6102167,0.6692392,0.57284,0.6779976,0.6873847,0.68772095,0.6876603,0.34135112,0.38572213,0.3615773,0.348028,22.427463056364676,0.0,0.0
1560,234000,0.210006,0.26414186,0.08092744,0.11505613,150,0.0,5634,845100,0.48393178,0.42046213,0.60598445,0.5726023,0.6939378,0.6846039,0.68691194,0.68765837,0.31081194,0.33128455,0.35812178,0.34802553,20.91422686977205,0.0,0.0
1568,235200,0.32161126,0.059493423,0.09478262,0.11261094,150,0.0,5658,848700,0.35025582,0.6277945,0.5926079,0.57500964,0.6718671,0.6872879,0.6873905,0.6876206,0.35025582,0.33579004,0.35628214,0.34802726,22.64631216364376,0.0,0.0
1576,236400,0.35211578,0.12813297,0.095968015,0.11218467,150,0.0,5684,852600,0.33521685,0.55710894,0.5910858,0.575384,0.68733263,0.68524194,0.6870537,0.6875687,0.3078823,0.33017883,0.35099384,0.34795895,22.166745759089423,0.0,0.0
1584,237600,0.21264583,0.053896468,0.08141255,0.110025235,150,0.0,5710,856500,0.54317373,0.6357914,0.6051395,0.5775481,0.75581956,0.68968785,0.68655205,0.6875734,0.39206982,0.3467117,0.34977058,0.3480345,22.410021522533583,0.0,0.0
1592,238800,0.31856325,-0.246694,0.065648854,0.10577646,150,0.0,5735,860250,0.3563529,0.94169855,0.62206984,0.5818433,0.67491615,0.6950046,0.6877186,0.68761975,0.29980522,0.34804106,0.35211143,0.347972,22.4649100934906,0.0,0.0
1600,240000,0.122269094,-0.104950234,0.027343182,0.10256839,150,0.0,5762,864300,0.56908125,0.7925331,0.6602952,0.5850717,0.69135034,0.6875829,0.68763834,0.68764,0.34781283,0.35095263,0.35237435,0.3480445,20.833008272333345,0.0,0.0
1608,241200,0.30388615,-0.18490832,0.0066852705,0.09929585,150,0.0,5790,868500,0.36966679,0.8805955,0.68149567,0.58840406,0.67355293,0.6956872,0.6881811,0.6877,0.36484644,0.35653657,0.35451695,0.34809703,20.851762074875367,0.0,0.0
1616,242400,-2.2607229,-0.13223189,-0.027618155,0.095463306,150,0.0,5817,872550,2.9442494,0.81745994,0.71577835,0.5922565,0.6835266,0.68522805,0.68816024,0.6877197,0.41436714,0.34379917,0.3529039,0.34818292,22.514217443950873,0.0,0.0
1624,243600,0.43417135,0.028125172,-0.0016567677,0.09438406,150,0.0,5843,876450,0.31232628,0.6576905,0.6902798,0.5933318,0.74649763,0.68581575,0.68862295,0.6877158,0.31173143,0.34454554,0.3514257,0.34805036,22.29290915410335,0.0,0.0
1632,244800,0.3878044,0.0006760955,-0.019442888,0.09325299,150,0.0,5867,880050,0.30950373,0.6910267,0.7081257,0.5944778,0.6973081,0.69170284,0.6886829,0.6877308,0.30950373,0.31939292,0.34886357,0.34790978,22.661799409524793,0.0,0.0
1639,245850,-0.6516297,0.04578767,-0.011288331,0.09239383,150,0.0,5891,883650,1.4031632,0.640771,0.6997378,0.59534067,0.7515335,0.6865586,0.6884493,0.6877345,0.31817415,0.32808194,0.34418893,0.34787464,23.705431903254485,0.0,0.0
1647,247050,0.3269909,0.20553307,0.020901723,0.09234114,150,0.0,5917,887550,0.34540278,0.48346868,0.66795236,0.5954117,0.6723937,0.6890018,0.68885404,0.6877529,0.31025672,0.30643356,0.33820975,0.34757197,20.654618257536445,0.0,0.0
1655,248250,-0.8789175,-0.019936541,-0.0018175164,0.0899321,150,0.0,5943,891450,1.5692245,0.70377773,0.6903987,0.5978092,0.69030696,0.6838412,0.68858117,0.6877413,0.34114134,0.32478487,0.33654606,0.34768993,22.159919552395728,0.0,0.0
1663,249450,0.14719504,-0.083719514,-0.02663985,0.08675671,150,0.0,5968,895200,0.544497,0.7671199,0.7151472,0.6009041,0.69169205,0.68340033,0.68850726,0.68766075,0.3472949,0.31966323,0.33578598,0.3474513,22.432371355877414,0.0,0.0
1672,250800,0.10094416,0.25449198,-0.01875398,0.08773559,150,0.0,5995,899250,0.57461804,0.44182047,0.7082684,0.6000519,0.6755622,0.6963124,0.6895144,0.6877875,0.32041156,0.32614514,0.33448413,0.34731728,22.507626495069214,0.0,0.0
1680,252000,0.37987927,-0.19574988,-0.05477101,0.08377365,150,0.0,6018,902700,0.31213793,0.8786479,0.74373746,0.6039628,0.6920172,0.6828981,0.6889664,0.68773645,0.31213793,0.3387475,0.335091,0.34734625,22.494655627171404,0.0,0.0
1687,253050,0.27464095,-0.27830583,-0.05973608,0.08182294,150,0.0,6049,907350,0.4420893,0.96459025,0.7479564,0.6058417,0.71673024,0.68628454,0.6882202,0.68766457,0.40992728,0.33758122,0.3330413,0.3472954,20.674712449757124,0.0,0.0
1695,254250,0.30288786,-0.17817447,-0.033176553,0.07994357,150,0.0,6075,911250,0.3871463,0.87309825,0.7223224,0.6077755,0.69003415,0.6949238,0.68914586,0.68771905,0.33925462,0.34962752,0.33453256,0.3474948,20.67319409440771,0.0,0.0
1703,255450,0.2484169,0.047386456,-0.02133027,0.07876999,150,0.0,6100,915000,0.43337524,0.6426569,0.7104118,0.60897326,0.68179214,0.6900433,0.6890814,0.6877433,0.3358727,0.34969115,0.33313045,0.3475612,22.59069690534193,0.0,0.0
1711,256650,0.30972967,-0.06315845,-0.02239747,0.077349156,150,0.0,6125,918750,0.36438486,0.7521668,0.7112347,0.6104224,0.6741145,0.68900836,0.68883723,0.6877715,0.30919188,0.34366116,0.33412352,0.34768724,22.471882982659615,0.0,0.0
1719,257850,0.35076943,0.15752913,0.017586168,0.07864361,150,0.0,6155,923250,0.33350483,0.5220793,0.67091596,0.6090435,0.68427426,0.67960846,0.6885022,0.6876871,0.32079065,0.32452503,0.33202517,0.34732476,22.556951097772725,0.0,0.0
1727,259050,0.3729743,0.2793562,0.037064426,0.07865034,150,0.0,6178,926700,0.32296762,0.40288615,0.65010667,0.6090136,0.6959419,0.6822424,0.6871711,0.6876639,0.32296762,0.32848486,0.33152243,0.34737217,22.727534136875803,0.0,0.0
1735,260250,0.27115762,0.025576074,0.034516815,0.07601846,150,0.0,6205,930750,0.4273013,0.662195,0.6528514,0.6116248,0.6984589,0.687771,0.68736815,0.68764323,0.34469974,0.32503632,0.33151677,0.3473195,22.718860093489766,0.0,0.0
1743,261450,0.2642212,0.28740194,0.042127028,0.076456286,150,0.0,6229,934350,0.42086166,0.39576513,0.64475614,0.61117774,0.68508285,0.6831671,0.6868832,0.68763405,0.31727558,0.31912777,0.33158505,0.34727147,22.474844359319388,0.0,0.0
1751,262650,-1.2458715,-0.100412235,0.017790617,0.07289322,150,0.0,6258,938700,1.93202,0.78283995,0.6690345,0.6147276,0.68614846,0.6824277,0.68682516,0.6876209,0.40407076,0.3209548,0.33191514,0.3472844,20.488072513987934,0.0,0.0
1759,263850,0.3890831,-0.18667683,0.04509038,0.07139336,150,0.0,6285,942750,0.3178349,0.8734843,0.64193976,0.6162489,0.706918,0.68680745,0.6870301,0.6876423,0.3178349,0.3378893,0.33281672,0.34740037,20.799264650021453,0.0,0.0
1767,265050,0.34414455,0.11192296,0.035496876,0.06982901,150,0.0,6310,946500,0.343834,0.5773769,0.65192664,0.61783594,0.68797857,0.6892998,0.6874235,0.687665,0.313601,0.3381722,0.3341152,0.34745473,20.823152952895324,0.0,0.0
1775,266250,0.23811984,-0.053454302,0.019994857,0.06711943,150,0.0,6334,950100,0.4499771,0.7406223,0.6667369,0.6205346,0.68809694,0.687168,0.6867317,0.6876541,0.336712,0.34004557,0.33566064,0.3475144,22.60973226856676,0.0,0.0
1783,267450,0.014608502,-0.015940825,0.047873992,0.0671858,150,0.0,6359,953850,0.6762053,0.70309,0.63912773,0.62050784,0.6908138,0.68714917,0.6870018,0.6876936,0.33633006,0.32383865,0.33407524,0.34755984,22.792755363607764,0.0,0.0
1791,268650,0.39535275,0.17515866,0.09388293,0.066788696,150,0.0,6388,958200,0.3140401,0.5090835,0.59256417,0.6208854,0.70939285,0.6842422,0.68644714,0.687674,0.3140401,0.33001083,0.3333529,0.34753388,20.701669596476016,0.0,0.0
1799,269850,0.17324603,0.11381688,0.08714752,0.06593734,150,0.0,6416,962400,0.5154669,0.57324445,0.5990287,0.6217521,0.68871295,0.6870613,0.6861763,0.6876893,0.3923757,0.3295433,0.3319223,0.3475591,20.679199524823744,0.0,0.0
1807,271050,-0.8517625,-0.017705414,0.08866845,0.06504522,150,0.0,6441,966150,1.5348923,0.71324337,0.5979114,0.6227141,0.68312985,0.695538,0.68657994,0.6877594,0.30826154,0.3353464,0.33175564,0.34761402,24.69992415069984,0.0,0.0
1815,272250,0.37162614,0.22416285,0.09655095,0.06498115,150,0.0,6469,970350,0.3169945,0.4660519,0.590963,0.62283075,0.6886206,0.6902148,0.68751407,0.6878119,0.29610038,0.30895922,0.32951304,0.34747094,22.705180079700195,0.0,0.0
1823,273450,-0.26110834,0.3558902,0.10195095,0.066101015,150,0.0,6495,974250,0.9420225,0.333705,0.58582294,0.6217092,0.68091416,0.6895952,0.6877739,0.68781024,0.31300253,0.31447908,0.32842606,0.34731963,22.595910641320714,0.0,0.0
1831,274650,-0.14067912,-0.13774389,0.07454433,0.06303788,150,0.0,6521,978150,0.84597325,0.82442176,0.6133862,0.62473327,0.70529413,0.6866778,0.6879305,0.6877712,0.39726433,0.3117994,0.3273943,0.3471537,20.58170524685199,0.0,0.0
1839,275850,-0.018530726,-0.026736617,0.07130588,0.06312773,150,0.0,6547,982050,0.7095441,0.7229708,0.6175637,0.6247482,0.6910134,0.6962342,0.68886954,0.6878759,0.33641884,0.34900546,0.32963058,0.34736162,20.762304486382074,0.0,0.0
1847,277050,0.30118412,0.17867002,0.06317845,0.063393235,150,0.0,6576,986400,0.382703,0.5079124,0.6261842,0.62449217,0.6838871,0.6865824,0.68936265,0.68788546,0.29886544,0.32458925,0.33005118,0.34724742,22.569371303282242,0.0,0.0
1855,278250,0.37363574,-0.013339132,0.090377614,0.061246764,150,0.0,6603,990450,0.31615135,0.7014328,0.5990797,0.62662685,0.6897871,0.68809366,0.6894574,0.6878736,0.31296438,0.33866438,0.33112076,0.34723103,20.947305612954946,0.0,0.0
1863,279450,-0.96250147,-0.15204597,0.07698845,0.059746224,150,0.0,6630,994500,1.6642157,0.8445039,0.6128417,0.62820584,0.7017142,0.69245785,0.6898302,0.68795204,0.34294465,0.3347431,0.32869723,0.34720623,22.730684825424845,0.0,0.0
1871,280650,0.29793096,0.09803525,0.064032756,0.058638915,150,0.0,6655,998250,0.38262743,0.58797437,0.62540793,0.62932545,0.6805584,0.6860095,0.68944055,0.6879644,0.37911004,0.32960752,0.32829338,0.34721148,21.021332851034906,0.0,0.0
1879,281850,0.25154907,0.033657875,0.07305624,0.056779135,150,0.0,6683,1002450,0.43610162,0.65169173,0.61642945,0.63121396,0.6876507,0.68534964,0.6894857,0.68799305,0.31093356,0.33544338,0.32868123,0.34735113,20.906891224055453,0.0,0.0
1887,283050,0.4087685,0.07074126,0.056766473,0.05502984,150,20.0,6710,1006500,0.27238038,0.617739,0.6325632,0.63291943,0.6811489,0.68848026,0.6893296,0.68794936,0.27238038,0.30145484,0.3251519,0.34698156,22.347284378366414,0.0,0.001
1895,284250,-0.2688328,0.15664954,0.053098917,0.054165766,150,0.0,6736,1010400,0.9561857,0.52548015,0.63590866,0.6337444,0.6873529,0.68212974,0.6890076,0.6879102,0.32057047,0.31267506,0.32515648,0.34678605,22.720975263378627,0.0,0.001
1903,285450,0.36224216,0.21088715,0.06768951,0.053545162,150,0.0,6764,1014600,0.30895984,0.47271734,0.620534,0.63438237,0.671202,0.68360454,0.6882236,0.6879276,0.30895984,0.3179142,0.32250974,0.3467655,22.55344413198763,0.0,0.001
1911,286650,0.091397226,0.029292589,0.06342449,0.05120824,150,0.0,6790,1018500,0.6051231,0.6567653,0.6245487,0.6367689,0.6965203,0.6860579,0.68797326,0.68797714,0.30746168,0.31213507,0.32192862,0.34663716,22.936732346421707,0.0,0.001
1919,287850,0.34200543,0.100700915,0.040927123,0.0493774,150,0.0,6816,1022400,0.3386169,0.5924645,0.64723486,0.63866013,0.68062234,0.6931654,0.6881621,0.6880376,0.30785823,0.32226154,0.32307166,0.3466307,21.058950444560683,0.0,0.001
1927,289050,-0.04373151,0.118321516,0.044808205,0.048020016,150,0.0,6842,1026300,0.72333413,0.57752657,0.6436669,0.64009446,0.6796026,0.69584817,0.6884752,0.6881145,0.30190796,0.32814083,0.32532948,0.34668124,22.64134076829086,0.0,0.001
1935,290250,0.26831895,-0.16066286,0.040988684,0.04526419,150,0.0,6867,1030050,0.4199714,0.8466574,0.64711493,0.642843,0.68829036,0.68599457,0.6881036,0.6881072,0.31481996,0.3272542,0.322995,0.34660333,22.623396722078283,0.0,0.001
1943,291450,-0.25856894,0.30597362,0.053944837,0.046133894,150,0.0,6895,1034250,0.9432872,0.37683406,0.6330664,0.64192706,0.68471825,0.68280774,0.6870112,0.68806094,0.36669555,0.3199429,0.32199728,0.34643123,24.56746952200855,0.0,0.001
1951,292650,-0.2588446,0.10187383,0.040316243,0.045601092,150,0.0,6922,1038300,0.9683485,0.5869106,0.64692616,0.6424967,0.7095039,0.6887844,0.6872423,0.6880978,0.40938303,0.34564063,0.32399964,0.34659737,22.78277573172548,0.0,0.001
1959,293850,0.36189574,0.2274204,0.07428914,0.045736007,150,0.0,6945,1041750,0.3151644,0.4613729,0.6128586,0.6423674,0.6770601,0.6887933,0.68714786,0.6881034,0.3143439,0.33303314,0.32367718,0.34660608,22.68577104522478,0.0,0.001
1967,295050,0.22010243,0.19596162,0.099313356,0.045097075,150,0.0,6971,1045650,0.45585263,0.491791,0.58759445,0.6429901,0.67595506,0.6877526,0.6869078,0.68808717,0.30893856,0.2900865,0.31931272,0.34615698,22.72845946352802,0.0,0.002
1975,296250,0.10258913,0.19088876,0.1031129,0.044665903,150,0.0,6997,1049550,0.58268535,0.49248585,0.5838201,0.64338255,0.6852745,0.68337464,0.686933,0.6880485,0.32644817,0.31951907,0.3184898,0.34615275,20.890980396011283,0.0,0.002
1983,297450,0.22138146,-0.019614976,0.10032017,0.042471346,150,0.0,7024,1053600,0.4646478,0.7110532,0.5869644,0.64566106,0.68602926,0.6914382,0.6872845,0.68813246,0.3571173,0.32256758,0.317724,0.34611252,22.22913713846484,0.0,0.002
1991,298650,-0.055652797,0.2835312,0.12486244,0.043373194,150,0.0,7051,1057650,0.7314388,0.4001027,0.5626044,0.64471143,0.675786,0.6836339,0.68746674,0.6880846,0.3475299,0.3163262,0.3209434,0.34596363,22.35690750653655,0.0,0.002
1999,299850,0.39286003,0.2429909,0.12501448,0.043833576,150,0.0,7077,1061550,0.311743,0.44388074,0.56269526,0.64424527,0.704603,0.68687165,0.68770975,0.6880789,0.311743,0.31909505,0.3207041,0.34585854,22.43740023195402,0.0,0.002
2007,301050,0.38126364,-0.2933414,0.08009147,0.040527016,150,0.0,7102,1065300,0.31361333,0.9803079,0.6080093,0.6475441,0.69487697,0.68696636,0.68810076,0.68807113,0.31361333,0.31370407,0.3222923,0.345705,21.159734427079915,0.0,0.002
2015,302250,-0.29767126,-0.015878713,0.07622328,0.040238805,150,0.0,7126,1068900,0.9743476,0.70811266,0.61205655,0.64788234,0.67667633,0.6922339,0.68827987,0.68812114,0.3142334,0.32929963,0.32215184,0.3457569,20.7459014068995,0.0,0.002
2023,303450,0.34970903,-0.104761004,0.055738043,0.038248155,150,0.0,7150,1072500,0.344451,0.78734916,0.63174975,0.64979786,0.69416004,0.68258816,0.6874877,0.68804604,0.32068223,0.31999516,0.32241586,0.34559515,22.323265138590074,0.0,0.002
2031,304650,-0.62065136,0.03010798,0.06539817,0.039099015,150,0.0,7178,1076700,1.3244863,0.6618807,0.6221842,0.6489358,0.7038349,0.69198877,0.6875824,0.6880348,0.3342582,0.3283557,0.32134193,0.34555107,22.62764405681123,0.0,0.002
2039,305850,-0.9076192,0.037700605,0.07003564,0.038908273,150,0.0,7204,1080600,1.5853878,0.65679985,0.6183604,0.64919937,0.67776865,0.69450045,0.6883961,0.6881076,0.43550858,0.33637285,0.32306907,0.34567222,22.64449938893797,0.0,0.002
2047,307050,-0.8585548,-0.25257748,0.02975327,0.035732232,150,0.0,7230,1084500,1.5586576,0.93370754,0.6583581,0.6523523,0.70010287,0.68113005,0.6881114,0.68808454,0.31005022,0.34039313,0.32258144,0.34574035,20.77600120783332,0.0,0.002
2055,308250,-1.1715255,-0.1598945,0.016393445,0.033582337,150,0.0,7254,1088100,1.8541528,0.84698045,0.67134744,0.65451515,0.68262726,0.687086,0.6877409,0.68809754,0.3082711,0.3162861,0.32048094,0.34561297,22.539137283275355,0.0,0.002
2063,309450,0.37060335,0.07921265,0.011341848,0.033846192,150,0.0,7277,1091550,0.31313595,0.60819876,0.6766701,0.65421873,0.6837393,0.6874114,0.688012,0.68806493,0.3120938,0.32523713,0.322904,0.34549147,20.707590030756986,0.0,0.002
2071,310650,0.33710706,0.23220792,0.008387162,0.03475598,150,0.0,7304,1095600,0.34921336,0.45055658,0.6792972,0.65320224,0.6863204,0.6827644,0.6876845,0.68795824,0.31575403,0.32292673,0.32436734,0.34525993,22.55821765779201,0.0,0.002
2079,311850,0.37294465,0.138881,0.010479889,0.035615362,150,0.0,7328,1099200,0.31196165,0.5458158,0.67730826,0.65238893,0.6849063,0.68469673,0.68778837,0.68800426,0.31196165,0.32715955,0.32435828,0.34533185,24.978087693770117,0.0,0.002
2087,313050,0.32598242,0.10268233,0.0098863365,0.03616483,150,0.0,7355,1103250,0.36076018,0.579816,0.6771749,0.6518126,0.6867426,0.6824983,0.68706125,0.68797755,0.3120834,0.3232113,0.32408616,0.3452278,22.640697906238103,0.0,0.002
2095,314250,-0.35557395,-0.11100142,-0.034555152,0.034443848,150,0.0,7381,1107150,1.0491859,0.79704994,0.72158104,0.65352637,0.6936119,0.68604857,0.6870258,0.6879702,0.34023687,0.3247185,0.32487825,0.34506404,21.10933510883605,0.0,0.002
2103,315450,-0.46122593,0.024855573,-0.007706555,0.035313386,150,0.0,7407,1111050,1.1551168,0.65911406,0.69451463,0.6526108,0.69389087,0.6839697,0.68680793,0.6879242,0.31836885,0.32415244,0.32484382,0.34477785,20.680060738632577,0.0,0.002
2111,316650,0.3719363,-0.25858957,-0.019247308,0.03219265,150,0.0,7433,1114950,0.3209205,0.9455781,0.70556486,0.6556996,0.6928568,0.6869885,0.6863175,0.68789226,0.3209205,0.33640075,0.32618156,0.34478107,20.74544512868053,0.0,0.002
2119,317850,0.29925728,-0.16138577,-0.046175443,0.030494906,150,0.0,7460,1119000,0.39813763,0.8471379,0.7328401,0.6574052,0.6973949,0.6857522,0.6866645,0.6879001,0.33985877,0.34084445,0.32781073,0.34465286,22.558077730699235,0.0,0.002
2127,319050,-1.4418604,-0.004231402,-0.02869669,0.030457115,150,0.0,7485,1122750,2.128356,0.6895619,0.7150533,0.657438,0.6864956,0.6853305,0.6863566,0.6878951,0.31603345,0.34083644,0.32874343,0.34465605,22.764613480646,0.0,0.002
2135,320250,-0.16004556,0.16212618,-0.03185198,0.032173876,150,0.0,7508,1126200,0.859641,0.5215285,0.71754354,0.65566105,0.69959545,0.6836546,0.68569183,0.687835,0.3498384,0.32179165,0.3281868,0.344002,22.24844345561782,0.0,0.002
2143,321450,0.36923823,-0.14143643,-0.029963117,0.03352863,150,0.0,7533,1129950,0.31667778,0.829387,0.71534044,0.6542898,0.685916,0.6879505,0.6853774,0.68781835,0.3085632,0.33715868,0.32696316,0.34331462,22.42904054691948,0.0,0.002
2151,322650,0.37136954,-0.018616658,-0.025859322,0.034385115,150,0.0,7560,1134000,0.3215273,0.7087396,0.7114497,0.6534408,0.69289684,0.6901229,0.6855904,0.6878259,0.32110536,0.3182262,0.32626534,0.3426025,22.42671636427074,0.0,0.002
2159,323850,0.30762962,0.12861435,0.005197974,0.035008367,150,0.0,7582,1137300,0.3657944,0.56198776,0.6808293,0.65287304,0.673424,0.69060206,0.6860273,0.68788135,0.34235105,0.30431947,0.32514167,0.34240508,22.191362164822642,0.0,0.002
2167,325050,0.3767497,-0.023141313,-0.018866686,0.03340285,150,0.0,7607,1141050,0.31129956,0.70948625,0.70502126,0.65441877,0.68804926,0.6863449,0.6861546,0.6878216,0.31129956,0.32726097,0.32516864,0.3423422,22.57311971307127,0.0,0.002
2175,326250,0.15108442,-0.035191916,-0.042847548,0.031922407,150,0.0,7636,1145400,0.55587983,0.72444904,0.7294091,0.6558922,0.70696425,0.68925714,0.6865616,0.68781465,0.39671296,0.31707174,0.32471552,0.34214574,21.07159956212029,0.0,0.002
2183,327450,-0.2574227,-0.0318897,-0.05349021,0.032806378,150,0.0,7663,1149450,0.93572193,0.7202121,0.7402243,0.6549736,0.67829925,0.68832237,0.686734,0.68778,0.3713885,0.33331835,0.32576162,0.3419888,22.61557343397966,0.0,0.002
2191,328650,0.30537644,-0.11622016,-0.066708215,0.03142657,150,0.0,7691,1153650,0.38074228,0.8056816,0.753771,0.6563839,0.6861187,0.6894615,0.68706274,0.6878104,0.37331092,0.33500305,0.32760045,0.34168905,22.515973157436836,0.0,0.002
