actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
2199,329850,-0.34166825,-0.19840045,-0.044300508,0.029648356,150,0.0,7715,1157250,1.0374861,0.88095886,0.73157465,0.6581853,0.6958178,0.68255836,0.68727416,0.6878337,0.34485742,0.31971171,0.32687855,0.34150392,22.57484898445301,0.0,0.002
2207,331050,-0.18616712,0.13398826,-0.023163324,0.030553794,150,0.0,7745,1161750,0.8904563,0.55341357,0.710214,0.65726477,0.7042892,0.68740183,0.68705064,0.6878186,0.38276148,0.3313262,0.32764,0.3409903,22.395873676920203,0.0,0.002
2215,332250,-0.29178333,-0.03122209,-0.023565507,0.030560575,150,0.0,7771,1165650,0.964751,0.71644413,0.71073693,0.65724266,0.6729677,0.685222,0.68717134,0.6878033,0.32077795,0.334941,0.32809785,0.3405432,22.60114383459188,0.0,0.002
2223,333450,0.34198067,0.028081203,0.0115993265,0.031074483,150,0.0,7801,1170150,0.35224298,0.6512308,0.6748449,0.6566564,0.69422364,0.67931205,0.68644416,0.68773085,0.35224298,0.32029223,0.32600883,0.33996007,22.91961633791186,0.0,0.002
2232,334800,0.12204093,-0.42471176,-0.04519263,0.026667168,150,0.0,7829,1174350,0.5586943,1.111026,0.7322628,0.66104704,0.68073523,0.6863143,0.68707025,0.6877142,0.31264177,0.32513243,0.32651806,0.33927837,22.29198893694514,0.0,0.002
2240,336000,-0.4231696,-0.19785993,-0.034715194,0.027592124,150,0.0,7856,1178400,1.1120358,0.87842524,0.7212389,0.6601099,0.68886614,0.6805653,0.6865238,0.687702,0.3930319,0.32160413,0.32546797,0.33858472,21.10394585329973,0.0,0.002
2248,337200,0.38407093,-0.14490858,-0.051096234,0.02524305,150,0.0,7882,1182300,0.3131451,0.83036584,0.73757625,0.6624758,0.69721603,0.68545735,0.68648005,0.6877189,0.3131451,0.3452507,0.3272461,0.3383316,20.632225121105925,0.0,0.002
2256,338400,0.19285274,-0.05067777,-0.060657244,0.023998111,150,0.0,7909,1186350,0.5014206,0.73585004,0.74671364,0.6637281,0.69427335,0.6851722,0.6860564,0.6877262,0.3392729,0.3293118,0.32999626,0.33822596,22.190735991600935,0.0,0.002
2264,339600,0.3385765,-0.0015004426,-0.056093913,0.022009747,150,0.0,7936,1190400,0.35253757,0.6884278,0.7420441,0.6656882,0.69111407,0.6869274,0.6859502,0.68769795,0.3297323,0.35231543,0.33189416,0.33829296,21.23664751006288,0.0,0.002
2272,340800,-0.54845893,-0.16876967,-0.06686961,0.020920638,150,0.0,7963,1194450,1.2309883,0.8557986,0.7528532,0.66676927,0.68252933,0.6870289,0.6859836,0.6876899,0.34528598,0.3492733,0.33438733,0.33846858,22.426928215112373,0.0,0.002
2280,342000,-0.96081907,0.003511232,-0.069691464,0.022355106,150,0.0,7990,1198500,1.6631514,0.6842114,0.7554815,0.6653309,0.7023323,0.68772256,0.6857899,0.68768597,0.36932492,0.35428783,0.33580363,0.3381945,20.98028836184936,0.0,0.002
2288,343200,0.28420776,-0.31197587,-0.10091298,0.017866874,150,0.0,8015,1202250,0.41074294,0.99860173,0.78653145,0.6698083,0.6949507,0.68662584,0.68561846,0.6876752,0.32424182,0.339852,0.3349147,0.33816558,22.545572189230327,0.0,0.002
2296,344400,-0.37486464,-0.027858103,-0.07068317,0.016683215,150,0.0,8043,1206450,1.0578499,0.71719,0.75669754,0.6709789,0.68298525,0.68933195,0.68601435,0.6876622,0.32414225,0.3310917,0.33581716,0.3381784,20.867675490865622,0.0,0.002
2304,345600,0.034590006,-0.16343908,-0.09888092,0.014716626,150,0.0,8067,1210050,0.6521863,0.8521325,0.7847216,0.672946,0.6867763,0.6886934,0.68584067,0.68766266,0.31975397,0.3364306,0.3360413,0.33794817,22.44623141853611,0.0,0.002
2312,346800,0.38220084,-0.039333273,-0.105206765,0.013108301,150,0.0,8092,1213800,0.32197946,0.72328305,0.790884,0.67450607,0.7041803,0.68394977,0.6856773,0.6876144,0.32197946,0.32635027,0.33435294,0.3376357,22.766990928929037,0.0,0.002
2320,348000,-0.17096281,-0.15104024,-0.12148487,0.011796704,150,0.0,8119,1217850,0.8495089,0.835797,0.80759215,0.6758085,0.6785461,0.68475676,0.68610734,0.6876052,0.31231585,0.3269512,0.3345684,0.3373755,20.900981972639936,0.0,0.002
2327,349050,-0.7746903,-0.21168013,-0.12562841,0.010442575,150,0.0,8143,1221450,1.4695549,0.8951357,0.81172013,0.6770865,0.69486463,0.6834556,0.68609166,0.687529,0.36066896,0.32174522,0.3335791,0.33693603,23.529483922983868,0.0,0.002
2335,350250,0.37668064,-0.094772235,-0.0884345,0.012034718,150,0.0,8169,1225350,0.3087763,0.7845596,0.77497923,0.67553157,0.68545693,0.68978727,0.6865449,0.6875663,0.3087763,0.32416493,0.3341342,0.33667853,21.222907461168283,0.0,0.002
2343,351450,-0.53927875,0.016368294,-0.10190461,0.009772529,150,0.0,8194,1229100,1.2133055,0.67074484,0.7885265,0.67779636,0.6740267,0.68711317,0.68662184,0.68756896,0.33349773,0.33573183,0.3347345,0.3365302,22.45778360490016,0.0,0.002
2350,352500,0.36005116,-0.10208442,-0.09161588,0.008571445,150,0.0,8217,1232550,0.31826776,0.7878245,0.77807,0.6789448,0.6783189,0.6857401,0.6864543,0.6875163,0.31799608,0.3177461,0.33183572,0.33617586,22.937933197373372,0.0,0.002
2358,353700,0.19425917,-0.44478422,-0.111400776,0.005273748,150,0.0,8245,1236750,0.4998263,1.1308507,0.7978706,0.682206,0.6940855,0.6860664,0.68646973,0.68747973,0.22443613,0.3296884,0.33190793,0.33597556,22.792732242955307,0.0,0.002
2366,354900,0.3713885,-0.28973448,-0.12595703,-0.0004670086,150,0.0,8272,1240800,0.31741995,0.9752472,0.81234384,0.68789923,0.68880844,0.6855127,0.68638694,0.6874322,0.31741995,0.3295338,0.3304612,0.33594674,22.694586018312997,0.0,0.002
2374,356100,0.34990692,0.18710531,-0.109124616,-0.00042583846,150,0.0,8300,1245000,0.3293392,0.50100005,0.79573494,0.6878724,0.6792461,0.6881053,0.6866104,0.68744653,0.32332534,0.32808167,0.32847703,0.33581695,20.630572962057155,0.0,0.002
2382,357300,-0.19112206,0.26956958,-0.08253363,0.00045739222,150,0.0,8328,1249200,0.867292,0.4159747,0.7686979,0.68692625,0.67616993,0.6855443,0.68616414,0.68738365,0.35485646,0.31002873,0.32496518,0.33529696,21.09172030792015,0.0,0.002
2390,358500,0.2657711,0.16816546,-0.050736,7.8888894e-05,150,0.0,8353,1252950,0.41626275,0.51892555,0.7369057,0.68731636,0.68203384,0.687091,0.68616956,0.6873953,0.3152443,0.32867095,0.32462543,0.33538336,20.756736897389345,0.0,0.002
2398,359700,-0.9988121,0.2742813,-0.023187315,0.0010255266,150,0.0,8377,1256550,1.6807837,0.42169088,0.7101802,0.6864712,0.68197167,0.6959722,0.6869928,0.68749684,0.36390185,0.33153492,0.32472545,0.33531117,22.87622582648875,0.0,0.002
2406,360900,0.0113809705,-0.16752912,-0.042887446,9.362698e-05,150,0.0,8406,1260900,0.6771429,0.86009777,0.730294,0.6874903,0.6885239,0.69256866,0.6874065,0.687584,0.6771429,0.34071574,0.3253698,0.33510607,22.765743654015882,0.0,0.002
2414,362100,0.37794867,0.13672662,-0.033651397,-0.00021607685,150,0.0,8431,1264650,0.32085785,0.55250823,0.7210936,0.68774194,0.6988065,0.68923485,0.68744224,0.68752587,0.31786746,0.35751486,0.3282241,0.33485833,20.757846340976315,0.0,0.002
2422,363300,-0.7497681,0.21443729,0.013923767,0.0009010649,150,0.0,8455,1268250,1.4269109,0.47399777,0.6739744,0.68658775,0.6771428,0.6884351,0.68789816,0.6874888,0.3158504,0.31647432,0.32728782,0.3338333,20.78966654978903,0.0,0.002
2430,364500,0.34125945,-0.050288,0.017366517,-0.00046158122,150,0.0,8482,1272300,0.34325823,0.73367774,0.67039645,0.687938,0.6845177,0.6833897,0.68776304,0.6874764,0.3221438,0.31618172,0.3267769,0.33336803,22.70175630155403,0.0,0.002
2438,365700,0.27984506,0.2955578,0.03940536,0.0041955383,150,0.0,8504,1275600,0.41420543,0.3906595,0.64847165,0.68324876,0.6940505,0.68621737,0.68787706,0.6874443,0.34575438,0.32272458,0.3273397,0.3329008,22.605628109575633,0.0,0.002
2446,366900,0.37445003,0.27729815,0.05519315,0.0093136635,150,0.0,8532,1279800,0.3083858,0.41301256,0.63310134,0.67815256,0.6828358,0.69031066,0.68829435,0.6874663,0.3083858,0.32464066,0.32623032,0.33230668,22.305916429111043,0.0,0.002
2454,368100,-0.8526859,0.08348447,0.0944643,0.012784359,150,0.0,8559,1283850,1.5474995,0.602014,0.59401315,0.67469215,0.6948136,0.6854985,0.68847746,0.6874766,0.3590224,0.32907993,0.32792377,0.33190197,22.487612336086624,0.0,0.002
2462,369300,0.24804583,0.15121582,0.12934151,0.019046955,150,0.0,8584,1287600,0.44620392,0.5345547,0.5590378,0.66838783,0.69424975,0.68577063,0.68837935,0.6874348,0.32756245,0.33234185,0.32812515,0.33163846,22.70092980108268,0.0,0.002
2470,370500,0.37195575,0.16078739,0.14333569,0.020405065,150,0.0,8611,1291650,0.3125105,0.52273715,0.5446519,0.6670423,0.68446624,0.6835245,0.68798757,0.6874474,0.3125105,0.32658157,0.32713684,0.33124128,22.645415521175206,0.0,0.002
2478,371700,0.37636772,0.102114335,0.123491354,0.019089442,150,0.0,8638,1295700,0.31829062,0.585367,0.56477916,0.66834253,0.69465834,0.68748134,0.6882706,0.68743193,0.31829062,0.32332882,0.3270142,0.3307221,20.913784013599788,0.0,0.002
2486,372900,0.36184993,-0.036364533,0.12647407,0.020789945,150,0.0,8661,1299150,0.32056972,0.7365459,0.5628336,0.66666764,0.68241966,0.7001813,0.6893077,0.6874576,0.31429386,0.3173843,0.32806855,0.33044207,22.45920661668597,0.0,0.002
2494,374100,0.31684732,-0.016685843,0.10596451,0.019064527,150,0.0,8684,1302600,0.36204123,0.70927715,0.5829554,0.66840225,0.67888856,0.6925913,0.68891996,0.6874668,0.30744746,0.32649845,0.3284743,0.33051357,20.705687273184914,0.0,0.002
2502,375300,0.31626546,0.2103955,0.14071757,0.019590588,150,0.0,8712,1306800,0.37682945,0.4744262,0.54716974,0.6678562,0.6930949,0.6848217,0.6878874,0.6874468,0.34101188,0.32025298,0.32762805,0.33022606,20.722363966108034,0.0,0.002
2510,376500,-0.9394387,-0.1295648,0.10922074,0.015989292,150,0.0,8738,1310700,1.6283935,0.81998146,0.57880557,0.6715013,0.68895483,0.6904167,0.68802637,0.6874906,0.31761035,0.311927,0.321264,0.3302137,22.659954773417777,0.0,0.002
2518,377700,0.37037814,-0.20568757,0.065194935,0.013449209,150,0.0,8761,1314150,0.320199,0.89272135,0.62280315,0.6740804,0.69057715,0.68703383,0.68799806,0.6875296,0.320199,0.3197972,0.32322448,0.32979307,20.919983620351264,0.0,0.002
2526,378900,-0.762817,0.11469569,0.08461955,0.013898831,150,0.0,8785,1317750,1.4757174,0.572461,0.60344225,0.67364365,0.7129004,0.6871567,0.68806183,0.68754256,0.40541008,0.32537875,0.32380202,0.32962695,22.571495978109066,0.0,0.002
2534,380100,0.36220488,-0.28727853,0.026307486,0.008834251,150,0.0,8810,1321500,0.3154398,0.9786533,0.6624638,0.6787443,0.67764467,0.6913749,0.6887712,0.6875786,0.3138221,0.31402826,0.3239204,0.32940316,22.418815987466044,0.0,0.002
2542,381300,0.34606627,0.18271218,0.026357992,0.013493139,150,0.0,8832,1324800,0.34322628,0.50865173,0.6615329,0.67404115,0.68929255,0.69136393,0.68789095,0.6875342,0.31598076,0.31610832,0.32307965,0.32872173,22.45622691630784,0.0,0.002
2550,382500,0.35772368,0.16754088,0.021546064,0.014035223,150,0.0,8857,1328550,0.31701264,0.5224835,0.66665894,0.6735235,0.6747363,0.69002444,0.6882049,0.6875587,0.31701264,0.31605414,0.32224748,0.32806176,20.664140225343342,0.0,0.002
2558,383700,0.2871561,0.16170081,0.032496702,0.013054497,150,0.0,8883,1332450,0.41252053,0.5298185,0.6565058,0.6745636,0.69967663,0.6915193,0.68900245,0.687618,0.3517895,0.31650794,0.321108,0.32793945,20.456135839966382,0.0,0.002
2566,384900,0.37582254,0.32907066,0.051119007,0.014596675,150,0.0,8906,1335900,0.31921005,0.3602781,0.63790315,0.6730306,0.6950326,0.6893488,0.68902206,0.6876273,0.31921005,0.32075354,0.31969965,0.32780558,22.708695052848302,0.0,0.002
2574,386100,-0.86389846,0.14013031,0.033024576,0.014298089,150,0.0,8929,1339350,1.5367997,0.54642254,0.656422,0.6733407,0.6729012,0.6865529,0.68944657,0.6876388,0.31090665,0.31555095,0.31998768,0.32769993,22.36962849161445,0.0,0.002
2583,387450,-1.2579203,-0.5522938,-0.032009836,0.007151438,150,0.0,8955,1343250,1.9338933,1.2418373,0.7212084,0.6804828,0.67597306,0.6895436,0.68919855,0.6876343,0.30553845,0.31094703,0.31867862,0.32742316,22.2777435623457,0.0,0.002
2591,388650,0.36762646,-0.3565355,-0.044805694,0.008750513,150,0.0,8977,1346550,0.36733976,1.0401946,0.7329124,0.6787815,0.7349662,0.68365914,0.6881067,0.687532,0.30746403,0.31520554,0.31861794,0.32717252,22.38882995437508,0.0,0.002
2599,389850,0.30987245,0.23253825,-0.025572285,0.013289793,150,0.0,9001,1350150,0.36178684,0.45473772,0.71409094,0.6742571,0.6716593,0.687276,0.6885188,0.68754685,0.32654804,0.2987483,0.31616613,0.32674798,22.80537054192486,0.0,0.002
2607,391050,-3.1137083,-0.019605637,-0.025755867,0.013420658,150,0.0,9029,1354350,3.8257544,0.7030107,0.71365094,0.6740305,0.71204615,0.68340504,0.68789506,0.6874512,0.3363569,0.28703675,0.3158576,0.3264306,22.713329530603552,0.0,0.002
2615,392250,0.32031468,-0.17780024,0.0018752164,0.014897751,150,0.0,9055,1358250,0.36616263,0.8724928,0.6864457,0.67264265,0.6864773,0.6946927,0.68832093,0.6875404,0.3164128,0.34560597,0.31683964,0.32634434,20.848725869332334,0.0,0.002
2623,393450,0.33672523,0.24277177,0.0026875827,0.0149447005,150,0.0,9080,1362000,0.34771788,0.44415408,0.68572485,0.6725876,0.6844431,0.6869259,0.6884125,0.6875323,0.31756824,0.33144647,0.31696698,0.32621634,22.57722098752088,0.0,0.002
2631,394650,0.38038543,0.14278093,0.0481893,0.015249392,150,0.0,9106,1365900,0.31095752,0.5427937,0.6402024,0.67224145,0.69134295,0.6855746,0.68839175,0.6874908,0.31095752,0.31486383,0.31604773,0.32616735,20.457576578172517,0.0,0.002
2639,395850,-1.1434207,0.13502489,0.045389578,0.016282935,150,0.0,9131,1369650,1.8370022,0.5528604,0.64299184,0.6712353,0.6935814,0.6878852,0.68838155,0.68751824,0.42847022,0.31133163,0.3158295,0.32599735,22.494269579161326,0.0,0.002
2647,397050,0.057081223,-0.3387104,0.013413909,0.012745379,150,0.0,9156,1373400,0.62552625,1.0265236,0.67475176,0.6747519,0.6826075,0.68781316,0.6881656,0.6874973,0.36496013,0.34298968,0.3194801,0.3264753,22.616766095096985,0.0,0.002
2654,398100,0.29940498,0.3084345,0.028315296,0.01589273,150,0.0,9178,1376700,0.396567,0.37572312,0.6600036,0.6716184,0.69597197,0.68415755,0.68831885,0.6875112,0.3786424,0.32751328,0.31990787,0.32632434,26.196259090579773,0.0,0.002
2662,399300,0.3354527,0.083208956,0.0030086187,0.017446613,150,0.0,9204,1380600,0.34690812,0.6020896,0.68466574,0.67009115,0.6823608,0.6852986,0.68767446,0.6875377,0.321007,0.32691097,0.3206219,0.32639262,22.281125850869433,0.0,0.002
2670,400500,-0.8261685,0.14792426,-0.00038106053,0.017541945,150,0.0,9229,1384350,1.5168712,0.53544176,0.6876928,0.6698699,0.69070274,0.68336594,0.6873117,0.68741184,0.32937548,0.32160085,0.3209614,0.3263565,22.534245110761702,0.0,0.002
2677,401550,-0.16267657,-0.1439577,-0.019726431,0.015420885,150,0.0,9254,1388100,0.84320825,0.8259119,0.7065019,0.6719763,0.6805317,0.68195415,0.68677557,0.68739724,0.36048365,0.3254245,0.32136932,0.32626647,23.208106925289993,0.0,0.002
2685,402750,0.35791177,-0.021603901,0.058466148,0.018642548,150,0.0,9278,1391700,0.31981564,0.7074417,0.62822914,0.6687556,0.6777274,0.6858378,0.6866953,0.68739814,0.31686178,0.3130019,0.32176715,0.32608742,22.68955985877016,0.0,0.002
2693,403950,0.028076768,0.06455175,0.06001523,0.020546118,150,0.0,9303,1395450,0.6545492,0.6258119,0.6267817,0.666803,0.68262595,0.69036365,0.6867969,0.6873491,0.31167,0.3044212,0.32036185,0.3257828,20.929524908271553,0.0,0.002
2701,405150,0.3784007,0.2306221,0.047852315,0.020432407,150,0.0,9327,1399050,0.31749067,0.46350056,0.63955796,0.6669353,0.6958914,0.6941227,0.6874103,0.68736774,0.31749067,0.31441936,0.32352865,0.32546374,22.524684061484386,0.0,0.002
2709,406350,0.38882503,0.064171076,0.06454492,0.021221869,150,0.0,9350,1402500,0.3100638,0.6261254,0.62288785,0.66612476,0.69888884,0.6902965,0.6874327,0.6873466,0.28793687,0.32560298,0.3236536,0.32531768,22.606623141920387,0.0,0.002
2717,407550,0.35017654,0.23132272,0.09532837,0.02273296,150,0.0,9373,1405950,0.33302435,0.4637763,0.592275,0.6647488,0.6832009,0.69509906,0.6876035,0.68748176,0.31420234,0.30969343,0.32143345,0.32519624,20.547846688835786,0.0,0.002
2725,408750,0.3682003,0.039758407,0.07099999,0.020285519,150,0.0,9396,1409400,0.30947828,0.6443551,0.6165075,0.6672184,0.6776786,0.68411356,0.68750745,0.68750393,0.30947828,0.31096125,0.32029736,0.32503998,22.66748702298459,0.0,0.002
2733,409950,0.27429852,0.29426616,0.08367896,0.022996346,150,0.0,9422,1413300,0.4036586,0.38951775,0.60347235,0.6644552,0.6779571,0.6837839,0.68715125,0.68745154,0.3104729,0.3253768,0.321337,0.32503796,20.24225367628795,0.0,0.002
2741,411150,-0.59497666,-0.10222685,0.073266,0.018989487,150,0.0,9446,1416900,1.2804929,0.79353213,0.6137808,0.66850305,0.68551624,0.69130534,0.68704677,0.68749255,0.28043798,0.31594533,0.31982383,0.3250031,20.76117812383833,0.0,0.002
2749,412350,0.363936,-0.23111424,0.07430476,0.017236877,150,0.0,9470,1420500,0.3241046,0.91763365,0.6126906,0.6702814,0.6880406,0.6865194,0.68699545,0.6875183,0.3241046,0.31530267,0.31702283,0.32492188,20.94595615870684,0.0,0.002
2757,413550,0.08919662,-0.053112578,0.07313224,0.020831829,150,0.0,9493,1423950,0.61014813,0.7381104,0.61401623,0.66669047,0.69934475,0.6849978,0.6871485,0.68752235,0.32402837,0.32252595,0.31687725,0.32484254,22.425569241492187,0.0,0.002
2765,414750,0.28240547,-0.099467576,0.04436327,0.018681424,150,0.0,9517,1427550,0.40344736,0.7870824,0.64295924,0.66884446,0.6858528,0.6876148,0.68732244,0.687526,0.36081204,0.3239517,0.31744835,0.32468548,22.755427984254283,0.0,0.002
2773,415950,-0.02055782,-0.2569176,0.018178223,0.015498018,150,0.0,9542,1431300,0.7091717,0.9462489,0.6698001,0.6720281,0.6886139,0.6893312,0.68797845,0.68752617,0.31076986,0.33038035,0.3175432,0.32453322,22.531799820811578,0.0,0.002
2782,417300,0.39165673,-0.07133907,0.031437904,0.015450919,150,0.0,9568,1435200,0.3121718,0.7665466,0.6576479,0.67214215,0.7038285,0.6952075,0.6890859,0.6875931,0.3121718,0.31892318,0.317066,0.32442394,19.950263358636295,0.0,0.002
2790,418500,0.36460736,0.07890223,0.04716067,0.015754562,150,0.0,9594,1439100,0.31667355,0.61318386,0.6418676,0.6718474,0.6812809,0.69208616,0.68902826,0.687602,0.31667355,0.31590873,0.31816593,0.32430807,22.557771191285607,0.0,0.002
2798,419700,0.3708326,0.08188534,0.026705744,0.013861605,150,0.0,9616,1442400,0.32688102,0.60367066,0.6617832,0.67370975,0.6977136,0.685556,0.6884889,0.68757135,0.32688102,0.32530275,0.31939775,0.324304,22.487364775522597,0.0,0.002
2806,420900,-0.8346879,0.10525888,0.03831018,0.016912758,150,0.0,9641,1446150,1.5227715,0.58373165,0.6501219,0.670595,0.6880836,0.6889905,0.6884321,0.6875078,0.3208874,0.3308074,0.3191243,0.32415503,21.02938867174691,0.0,0.002
2814,422100,0.37487793,-0.12847336,0.0028097446,0.013502939,150,0.0,9665,1449750,0.31002825,0.81996983,0.68502337,0.67401403,0.6849062,0.6914965,0.687833,0.687517,0.31002825,0.33368078,0.32153857,0.32442382,22.572802236292734,0.0,0.002
2822,423300,-0.053598642,0.1915139,0.027018785,0.0130538205,150,0.0,9691,1453650,0.7287881,0.4972741,0.6611157,0.67447037,0.67518944,0.68878806,0.68813455,0.6875241,0.32243952,0.31263453,0.3217057,0.32439512,22.600689172270506,0.0,0.002
2830,424500,0.3542284,-0.30860373,-0.031118393,0.011214411,150,0.0,9715,1457250,0.3219647,0.99389994,0.7195556,0.67629516,0.6761931,0.68529606,0.6884373,0.68750954,0.32078868,0.33655676,0.32350883,0.32465467,20.833380106527645,0.0,0.002
2838,425700,0.356788,0.34277067,-0.007528987,0.012959859,150,0.0,9741,1461150,0.32918236,0.34271255,0.6959065,0.6744526,0.68597037,0.6854832,0.68837756,0.68741256,0.32623982,0.31074625,0.3227899,0.32427344,22.681829764277484,0.0,0.002
2846,426900,0.3647735,0.32687083,0.023375537,0.014392456,150,0.0,9761,1464150,0.3170759,0.35878193,0.6645554,0.6730072,0.6818494,0.6856528,0.6879308,0.68739974,0.3170759,0.3142538,0.3229867,0.3242475,22.907157223207133,0.0,0.002
2854,428100,0.38345265,0.13878405,0.039261475,0.0151470145,150,0.0,9786,1467900,0.30430716,0.5462944,0.64894897,0.67224854,0.6877598,0.6850785,0.68821037,0.6873955,0.30430716,0.32048678,0.3234489,0.32413542,22.440039573785,0.0,0.002
2862,429300,0.07984263,0.13782872,0.049196586,0.017095296,150,0.0,9810,1471500,0.6014757,0.54876745,0.63857675,0.6702149,0.68131834,0.6865961,0.68777335,0.68731016,0.31667,0.32569724,0.32342055,0.32411078,22.57089918262387,0.0,0.002
2870,430500,-0.03143239,-0.350952,0.042460106,0.013316948,150,0.0,9835,1475250,0.7203853,1.036001,0.64519936,0.6739956,0.6889529,0.6850489,0.68765944,0.68731254,0.29777694,0.32968888,0.32373548,0.3241417,20.66999235255858,0.0,0.002
2878,431700,0.35259768,-0.28011054,0.053150907,0.014943874,150,0.0,9859,1478850,0.32436392,0.96996415,0.63416845,0.6723982,0.6769616,0.68985355,0.6873194,0.68734205,0.32436392,0.32096237,0.3237727,0.32398066,22.876074440354003,0.0,0.002
2886,432900,-0.09887487,0.19127586,0.06579163,0.015791565,150,0.0,9883,1482450,0.7900081,0.50120306,0.62126076,0.671565,0.69113326,0.69247895,0.68705237,0.68735665,0.34054437,0.3202096,0.32434726,0.3241661,20.595044643422696,0.0,0.001
2894,434100,0.36236757,-0.29178622,0.007514458,0.011165434,150,0.0,9904,1485600,0.31134588,0.980717,0.67991364,0.67623353,0.67371345,0.6889308,0.68742806,0.6873989,0.30506343,0.32765776,0.325348,0.3243183,20.901495114351395,0.0,0.001
2902,435300,0.37521136,0.10771711,0.027610594,0.01175762,150,0.0,9927,1489050,0.31922644,0.57790124,0.6593908,0.6756577,0.6944378,0.6856184,0.6870013,0.6874153,0.3150686,0.31893095,0.32394585,0.3243213,22.670268183058713,0.0,0.001
2910,436500,-1.0870407,0.16796812,0.038149998,0.013478466,150,0.0,9952,1492800,1.7781042,0.5243718,0.6488941,0.6740034,0.6910636,0.6923399,0.68704396,0.68748194,0.36839017,0.3159002,0.32199833,0.32436103,21.813931119087975,0.0,0.001
2917,437550,0.032378852,-0.040598873,0.04140921,0.013060512,150,0.0,9973,1495950,0.6708181,0.7312963,0.6457994,0.67442036,0.70319694,0.69069743,0.68720865,0.6874808,0.30586153,0.32501376,0.32230222,0.32437402,23.459570057630813,0.0,0.001
2925,438750,0.36573082,0.042757515,0.03261193,0.010873797,150,0.0,9999,1499850,0.32836843,0.641292,0.654202,0.6764841,0.69409925,0.68404955,0.68681395,0.6873579,0.32032564,0.32027087,0.3221637,0.32433674,20.53963179298022,0.0,0.001
2933,439950,0.17851114,0.118257284,0.058059044,0.013973103,150,0.0,10022,1503300,0.55053777,0.56800014,0.62891877,0.6734006,0.7290489,0.6862574,0.6869777,0.68737364,0.3128574,0.3258477,0.3224753,0.3243329,20.796993021033686,0.0,0.001
2941,441150,0.37058914,0.038828827,0.042942688,0.012641915,150,0.0,10046,1506900,0.31585616,0.64939487,0.64394736,0.674768,0.6864453,0.6882237,0.6868901,0.68740994,0.3091661,0.31559733,0.32246235,0.32430378,22.601553858264722,0.0,0.001
2950,442500,-1.2443378,0.068499856,0.03252901,0.012186327,150,0.0,10071,1510650,1.9251624,0.61916614,0.6548774,0.6752068,0.68082464,0.687666,0.68740636,0.68739307,0.35246202,0.30983177,0.32155415,0.3239389,22.63287242028777,0.0,0.001
2958,443700,0.36553153,0.19405161,0.029061265,0.011729445,150,0.0,10096,1514400,0.32524535,0.4980929,0.658629,0.6756807,0.6907769,0.6921445,0.68769014,0.6874102,0.32397875,0.3249186,0.32169753,0.3239419,21.036674085755934,0.0,0.001
2967,445050,0.13825893,0.057590615,0.013432183,0.010456232,150,0.0,10122,1518300,0.5554441,0.62943757,0.674969,0.6769617,0.69370306,0.6870281,0.6884013,0.687418,0.3119054,0.32635617,0.32143214,0.32425982,21.012305585551744,0.0,0.0
2975,446250,0.30679336,-0.8289421,-0.014085174,0.001193841,150,0.0,10146,1521900,0.38271275,1.5271286,0.7033171,0.68635875,0.6895061,0.6981865,0.68923205,0.68755263,0.3618758,0.33639205,0.3228422,0.3244383,21.00741046052479,0.0,0.0
2983,447450,0.2787453,-0.02771945,-0.013230048,0.0033592924,150,0.0,10171,1525650,0.40576667,0.71411866,0.7021323,0.68412805,0.68451196,0.68639916,0.6889022,0.68748736,0.3351971,0.33833128,0.32335675,0.3244938,20.719245914947255,0.0,0.0
2991,448650,0.1597305,-0.022566462,0.00553401,0.0011622381,150,0.0,10197,1529550,0.5374284,0.7209135,0.68402755,0.6864464,0.6971589,0.69834703,0.68956155,0.6876087,0.3643712,0.3566088,0.3266269,0.32486895,22.54420849333688,0.0,0.0
2999,449850,0.15845203,-0.075323984,-0.0022768676,-0.0007821093,150,0.0,10220,1533000,0.52867466,0.77599496,0.6930052,0.6884735,0.6871267,0.7006711,0.69072837,0.68769145,0.23701778,0.34483346,0.32767966,0.32495657,22.134017018843863,0.0,0.0
3007,451050,-0.027444363,0.041797392,-0.025867486,0.0022410597,150,0.0,10245,1536750,0.7100843,0.647966,0.71652246,0.68547755,0.68263996,0.6897634,0.690655,0.68771863,0.31385228,0.30150673,0.32741556,0.3249376,21.185048339220675,0.0,0.0
3015,452250,0.35416386,0.0697487,-0.004350455,0.0032683173,150,0.0,10270,1540500,0.32237598,0.61520547,0.6945635,0.6844041,0.67653984,0.68495417,0.690213,0.6876724,0.30916825,0.32232732,0.32698166,0.32485297,22.77110114779241,0.0,0.0
3023,453450,0.29072422,0.14844827,0.0031834599,0.0054304632,150,0.0,10292,1543800,0.3924787,0.53940165,0.68730414,0.6822805,0.6832029,0.6878499,0.6904878,0.68771094,0.34417075,0.29555517,0.3245474,0.32464984,22.55132204577676,0.0,0.0
