actor_episodes,actor_steps,delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
1,10,0.062541366,10,0.0,1,10,0.6535135,0.71605486,0.6535135,0.2921906655721945,0.0,nan
4,40,0.058674097,10,0.0,1,10,0.59993255,0.65860665,0.59993255,3.8375015485218453,0.0,nan
